Estado,Municipio,Bairro,Produto,Data da Coleta,Valor de Venda,Unidade de Medida,5%,8%,10%
SP,AMERICANA,VILA CARIOBINHA 1,GASOLINA,2022-05-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,BARUERI,VILA MILITAR,GASOLINA,2022-06-04,6.579,R$ / litro,0.32895,0.52632,0.6579
SP,INDAIATUBA,CENTRO,GASOLINA,2022-04-04,6.989,R$ / litro,0.34945000000000004,0.55912,0.6989000000000001
SP,HORTOLANDIA,JARDIM DAS PAINEIRAS,GASOLINA,2022-04-04,6.379,R$ / litro,0.31895,0.51032,0.6379
SP,HORTOLANDIA,VILA REAL,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,UBATUBA,MATO DENTRO,GASOLINA,2022-06-04,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,BARRETOS,ORTEGA,GASOLINA,2022-06-04,6.967,R$ / litro,0.34835,0.55736,0.6967
SP,OLIMPIA,CENTRO,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,PINDAMONHANGABA,UNA,GASOLINA,2022-05-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,BIRIGUI,COLINAS PARQUE RESIDENCIAL,GASOLINA,2022-08-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,BARUERI,JARDIM ALBERTO,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,JOSE BONIFACIO,ZONA RURAL,GASOLINA,2022-05-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,PRAIA GRANDE,TUPI,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,SAO JOSE DOS CAMPOS,ALTO DA PONTE,GASOLINA,2022-07-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ITAPETININGA,CENTRO,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,OURINHOS,NOVA OURINHOS,GASOLINA,2022-07-04,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,SAO PAULO,BARRA FUNDA,GASOLINA,2022-06-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,SAO BERNARDO DO CAMPO,ASSUNCAO,GASOLINA,2022-05-04,6.797,R$ / litro,0.33985,0.54376,0.6797
SP,JACAREI,CENTRO,GASOLINA,2022-07-04,6.549,R$ / litro,0.32745,0.52392,0.6549
SP,DIADEMA,TABOAO,GASOLINA,2022-05-04,6.299,R$ / litro,0.31495000000000006,0.50392,0.6299000000000001
SP,OSASCO,BUSSOCABA,GASOLINA,2022-06-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,PIRACICABA,PAULICEIA,GASOLINA,2022-05-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,JOSE BONIFACIO,SÃO JOSÉ,GASOLINA,2022-05-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,LIMEIRA,JARDIM GREMIO,GASOLINA,2022-05-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,SAO PAULO,CIDADE TIRADENTES,GASOLINA,2022-07-04,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,CAMPINAS,JARDIM DO LAGO,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,OURINHOS,VILA BOA ESPERANCA,GASOLINA,2022-04-04,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,ADAMANTINA,VILA CICMA,GASOLINA,2022-06-04,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,LINS,JARDIM AMERICANO,GASOLINA,2022-04-04,6.929,R$ / litro,0.34645000000000004,0.55432,0.6929000000000001
SP,COTIA,GRANJA VIANA,GASOLINA,2022-06-04,6.679,R$ / litro,0.33395,0.53432,0.6679
SP,RIBEIRAO PRETO,VILA RECREIO,GASOLINA,2022-06-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,SAO BERNARDO DO CAMPO,ASSUNC AO,GASOLINA,2022-05-04,6.897,R$ / litro,0.34485000000000005,0.55176,0.6897000000000001
SP,MOGI MIRIM,PARQUE DO ESTADO II,GASOLINA,2022-07-04,6.649,R$ / litro,0.33245,0.5319200000000001,0.6649
SP,MIRASSOL,CENTRO,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,FRANCA,JARDIM REDENTOR,GASOLINA,2022-04-04,6.939,R$ / litro,0.34695000000000004,0.5551200000000001,0.6939000000000001
SP,SUMARE,JARDIM DULCE,GASOLINA,2022-04-04,7.175,R$ / litro,0.35875,0.574,0.7175
SP,ITAPETININGA,CENTRO,GASOLINA,2022-06-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,MOGI GUACU,CENTRO,GASOLINA,2022-07-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,JUNDIAI,VILA VIANELO,GASOLINA,2022-06-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ASSIS,VILA SOUZA,GASOLINA,2022-05-04,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,SAO CARLOS,VILA PRADO,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,PIRACICABA,SANTA TEREZINHA,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,LIMEIRA,BAIRRO DOS PIRES,GASOLINA,2022-05-04,6.79,R$ / litro,0.3395,0.5432,0.679
SP,SUZANO,VILA MALUF,GASOLINA,2022-05-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,IBITINGA,JARDIM DOS BORDADOS,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,SANTO ANDRE,CONDOMINIO MARACANA,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,PIRACICABA,CENTRO,GASOLINA,2022-05-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,SAO PAULO,VILA ANTONIETA,GASOLINA,2022-05-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,SAO PAULO,VILA CARRAO,GASOLINA,2022-05-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,PIRACICABA,VILA INDUSTRIAL,GASOLINA,2022-06-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,ARACATUBA,JUSSARA,GASOLINA,2022-05-04,6.89,R$ / litro,0.34450000000000003,0.5512,0.6890000000000001
SP,SUMARE,PARQUE YOLANDA (NOVA VENEZA),GASOLINA,2022-04-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,PINDAMONHANGABA,ALTO DO CARDOSO,GASOLINA,2022-05-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,JABOTICABAL,CENTRO,GASOLINA,2022-07-04,6.89,R$ / litro,0.34450000000000003,0.5512,0.6890000000000001
SP,BARUERI,VILA PINDORAMA,GASOLINA,2022-07-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,ARARAS,JARDIM SANTO ANDRE,GASOLINA,2022-04-04,6.399,R$ / litro,0.31995,0.51192,0.6399
SP,EMBU DAS ARTES,VILA ISIS CRISTINA,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,ARARAQUARA,CENTRO,GASOLINA,2022-05-04,7.299,R$ / litro,0.36495000000000005,0.58392,0.7299000000000001
SP,CARAPICUIBA,CENTRO,GASOLINA,2022-06-04,6.349,R$ / litro,0.31745,0.50792,0.6349
SP,AVARE,CENTRO,GASOLINA,2022-07-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,TAUBATE,SAO GONCALO,GASOLINA,2022-07-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,JALES,JARDIM ANA CRISTINA,GASOLINA,2022-06-04,7.379,R$ / litro,0.36895,0.59032,0.7379
SP,ARACATUBA,VILA ESTADIO,GASOLINA,2022-05-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,SAO PAULO,BOM RETIRO,GASOLINA,2022-06-04,6.399,R$ / litro,0.31995,0.51192,0.6399
SP,CUBATAO,VILA PAULISTA,GASOLINA,2022-06-04,7.299,R$ / litro,0.36495000000000005,0.58392,0.7299000000000001
SP,SAO PAULO,VILA CALIFORNIA,GASOLINA,2022-04-04,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,CARAGUATATUBA,JARDIM PRIMAVERA,GASOLINA,2022-04-04,7.198,R$ / litro,0.35990000000000005,0.57584,0.7198000000000001
SP,PRAIA GRANDE,SITIO DO CAMPO,GASOLINA,2022-04-04,7.294,R$ / litro,0.3647,0.5835199999999999,0.7294
SP,ITAPOLIS,CENTRO,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,BARRETOS,CENTRO,GASOLINA,2022-06-04,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ASSIS,CENTRO,GASOLINA,2022-05-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,JACAREI,CENTRO,GASOLINA,2022-07-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,SAO CARLOS,PORTAL DO SOL,GASOLINA,2022-04-04,6.949,R$ / litro,0.34745000000000004,0.55592,0.6949000000000001
SP,CUBATAO,VILA NOVA,GASOLINA,2022-06-04,7.379,R$ / litro,0.36895,0.59032,0.7379
SP,PARAGUACU PAULISTA,CENTRO,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,CAMPINAS,JARDIM CAMPOS ELISEOS,GASOLINA,2022-04-04,6.679,R$ / litro,0.33395,0.53432,0.6679
SP,SERTAOZINHO,SAO JOAO,GASOLINA,2022-08-04,6.9,R$ / litro,0.34500000000000003,0.552,0.6900000000000001
SP,JACAREI,JARDIM CALIFORNIA,GASOLINA,2022-07-04,6.579,R$ / litro,0.32895,0.52632,0.6579
SP,BEBEDOURO,RESIDENCIAL SAN CONRADO,GASOLINA,2022-04-04,6.95,R$ / litro,0.34750000000000003,0.556,0.6950000000000001
SP,OLIMPIA,RESIDENCIAL HARMONIA,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,TAUBATE,JARDIM INDEPENDENCIA,GASOLINA,2022-07-04,7.499,R$ / litro,0.37495,0.59992,0.7499
SP,MONTE ALTO,CENTRO,GASOLINA,2022-05-04,6.97,R$ / litro,0.34850000000000003,0.5576,0.6970000000000001
SP,MARILIA,NUCLEO HABITACIONAL NOVA MARILIA,GASOLINA,2022-06-04,6.49,R$ / litro,0.3245,0.5192,0.649
SP,LORENA,CRUZ,GASOLINA,2022-04-04,6.949,R$ / litro,0.34745000000000004,0.55592,0.6949000000000001
SP,GUARUJA,VILA SANTO ANTONIO,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,ARARAQUARA,VILA VELOSA,GASOLINA,2022-05-04,6.579,R$ / litro,0.32895,0.52632,0.6579
SP,BRAGANCA PAULISTA,TABOAO,GASOLINA,2022-06-04,6.897,R$ / litro,0.34485000000000005,0.55176,0.6897000000000001
SP,PRAIA GRANDE,BOQUEIRAO,GASOLINA,2022-04-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,OURINHOS,CENTRO,GASOLINA,2022-05-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,SOROCABA,JARDIM VERA CRUZ,GASOLINA,2022-04-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,BOTUCATU,VILA SANTA THEREZINHA DE MENINO JESUS,GASOLINA,2022-06-04,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,COTIA,JARDIM TORINO,GASOLINA,2022-06-04,6.659,R$ / litro,0.33295,0.53272,0.6659
SP,SAO PAULO,JARDIM GUAIRACA,GASOLINA,2022-05-04,6.697,R$ / litro,0.33485000000000004,0.53576,0.6697000000000001
SP,SAO PAULO,VILA NOVA MANCHESTER,GASOLINA,2022-05-04,6.55,R$ / litro,0.3275,0.524,0.655
SP,JAU,JARDIM VILA MARIA,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,GUARUJA,VILA SANTO ANTONIO,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,ARACATUBA,SANTA LUZIA,GASOLINA,2022-07-04,6.687,R$ / litro,0.33435000000000004,0.53496,0.6687000000000001
SP,LEME,VILA SAO JORGE,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,ASSIS,VILA MORAES PINTO,GASOLINA,2022-05-04,6.549,R$ / litro,0.32745,0.52392,0.6549
SP,OSASCO,JARDIM D'ABRIL,GASOLINA,2022-06-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,MOGI DAS CRUZES,MOGI MODERNO,GASOLINA,2022-05-04,6.979,R$ / litro,0.34895000000000004,0.55832,0.6979000000000001
SP,MAUA,MATRIZ,GASOLINA,2022-05-04,6.998,R$ / litro,0.34990000000000004,0.55984,0.6998000000000001
SP,BIRIGUI,CENTRO,GASOLINA,2022-08-04,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,SAO PAULO,BRAS,GASOLINA,2022-06-04,6.559,R$ / litro,0.32795,0.5247200000000001,0.6559
SP,OLIMPIA,PATRIMONIO SAO JOAO BATISTA,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,ARARAQUARA,JARDIM NOVA AMERICA,GASOLINA,2022-05-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,JACAREI,CENTRO,GASOLINA,2022-07-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,GUARULHOS,VILA DAS BANDEIRAS,GASOLINA,2022-06-04,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,AMERICANA,CAMPO LIMPO,GASOLINA,2022-05-04,6.897,R$ / litro,0.34485000000000005,0.55176,0.6897000000000001
SP,LINS,PARQUE EMPRESARIAL ROLANDE ALVES PEREIRA,GASOLINA,2022-04-04,6.92,R$ / litro,0.34600000000000003,0.5536,0.6920000000000001
SP,PIRACICABA,JARDIM ALGODOAL,GASOLINA,2022-06-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,VOTUPORANGA,PATRIMONIO VELHO,GASOLINA,2022-06-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,MAUA,CAPUAVA,GASOLINA,2022-05-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,LEME,JARDIM DO BOSQUE,GASOLINA,2022-04-04,6.59,R$ / litro,0.3295,0.5272,0.659
SP,BAURU,CENTRO,GASOLINA,2022-07-04,6.379,R$ / litro,0.31895,0.51032,0.6379
SP,SAO PAULO,VILA INDEPENDENCIA,GASOLINA,2022-05-04,6.489,R$ / litro,0.32445,0.51912,0.6489
SP,SOROCABA,PARQUE CAMPOLIM,GASOLINA,2022-04-04,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,CARAPICUIBA,CENTRO,GASOLINA,2022-06-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,SERTAOZINHO,JARDIM ATHENAS,GASOLINA,2022-08-04,6.97,R$ / litro,0.34850000000000003,0.5576,0.6970000000000001
SP,BARRETOS,SAO FRANCISCO,GASOLINA,2022-06-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,PIRACICABA,JARAGUA,GASOLINA,2022-04-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,INDAIATUBA,CIDADE NOVA I,GASOLINA,2022-05-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,SAO JOSE DO RIO PRETO,VILA ELMAZ,GASOLINA,2022-07-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,SOROCABA,JARDIM MARIA DO CARMO,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,TATUI,CENTRO,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,VARZEA PAULISTA,CENTRO,GASOLINA,2022-06-04,6.992,R$ / litro,0.3496,0.55936,0.6992
SP,PARAGUACU PAULISTA,BARRA FUNDA,GASOLINA,2022-04-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,SAO BERNARDO DO CAMPO,BAETA NEVES,GASOLINA,2022-05-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,SAO JOAO DA BOA VISTA,ROSARIO,GASOLINA,2022-05-04,6.78,R$ / litro,0.339,0.5424,0.678
SP,MIRASSOL,RESIDENCIAL MOREIRA E GUIMARAES,GASOLINA,2022-04-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ASSIS,VILA SANTA ELISA,GASOLINA,2022-05-04,7.299,R$ / litro,0.36495000000000005,0.58392,0.7299000000000001
SP,SAO CARLOS,JARDIM NOVA SAO CARLOS,GASOLINA,2022-04-04,6.949,R$ / litro,0.34745000000000004,0.55592,0.6949000000000001
SP,ARARAQUARA,VILA VELOSA,GASOLINA,2022-05-04,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,GUARATINGUETA,CENTRO,GASOLINA,2022-05-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,SAO PAULO,VILA CALIFORNIA,GASOLINA,2022-07-04,6.497,R$ / litro,0.32485,0.51976,0.6497
SP,HORTOLANDIA,LOTEAMENTO REMANSO CAMPINEIRO,GASOLINA,2022-04-04,6.997,R$ / litro,0.34985,0.55976,0.6997
SP,SAO BERNARDO DO CAMPO,SANTA TEREZINHA,GASOLINA,2022-05-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,SAO BERNARDO DO CAMPO,BAETA NEVES,GASOLINA,2022-05-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,GUARUJA,ENSEADA,GASOLINA,2022-06-04,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,BARRETOS,LOS ANGELES,GASOLINA,2022-06-04,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,ARACATUBA,CENTRO,GASOLINA,2022-05-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,CARAGUATATUBA,JARDIM PRIMAVERA,GASOLINA,2022-04-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,PIRACICABA,CENTRO,GASOLINA,2022-05-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ASSIS,JARDIM PAULISTA,GASOLINA,2022-05-04,6.69,R$ / litro,0.3345,0.5352,0.669
SP,JUNDIAI,PONTE DE CAMPINAS,GASOLINA,2022-06-04,6.939,R$ / litro,0.34695000000000004,0.5551200000000001,0.6939000000000001
SP,GUARULHOS,VILA GALVAO,GASOLINA,2022-06-04,6.419,R$ / litro,0.32095,0.51352,0.6419
SP,SANTOS,MACUCO,GASOLINA,2022-06-04,6.649,R$ / litro,0.33245,0.5319200000000001,0.6649
SP,PAULINIA,JARDIM YPE,GASOLINA,2022-06-04,6.59,R$ / litro,0.3295,0.5272,0.659
SP,RIO CLARO,VILA ALEMA,GASOLINA,2022-05-04,6.449,R$ / litro,0.32245,0.51592,0.6449
SP,IBITINGA,CENTRO,GASOLINA,2022-06-04,6.869,R$ / litro,0.34345000000000003,0.54952,0.6869000000000001
SP,OSASCO,CIPAVA,GASOLINA,2022-06-04,6.477,R$ / litro,0.32385,0.5181600000000001,0.6477
SP,RIBEIRAO PRETO,VILA BRASIL,GASOLINA,2022-06-04,6.559,R$ / litro,0.32795,0.5247200000000001,0.6559
SP,AVARE,CENTRO,GASOLINA,2022-07-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,AVARE,PARQUE RESIDENCIAL BRABANCIA I,GASOLINA,2022-07-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,SANTA BARBARA D'OESTE,DISTRITO INDUSTRIAL I,GASOLINA,2022-05-04,7.097,R$ / litro,0.35485000000000005,0.56776,0.7097000000000001
SP,PAULINIA,PARQUE DA FIGUEIRA,GASOLINA,2022-06-04,6.579,R$ / litro,0.32895,0.52632,0.6579
SP,PRESIDENTE PRUDENTE,JARDIM ITAIPU,GASOLINA,2022-04-04,6.399,R$ / litro,0.31995,0.51192,0.6399
SP,MARILIA,JARDIM TANGARA,GASOLINA,2022-06-04,6.579,R$ / litro,0.32895,0.52632,0.6579
SP,OURINHOS,CONJUNTO HABITACIONAL ORLANDO QUAGLIATO,GASOLINA,2022-05-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,PRAIA GRANDE,AVIACAO,GASOLINA,2022-04-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,MOGI GUACU,MARTINHO PRADO JUNIOR,GASOLINA,2022-07-04,6.549,R$ / litro,0.32745,0.52392,0.6549
SP,MARILIA,PARQUE SAO JORGE,GASOLINA,2022-06-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,SANTO ANDRE,VILA HOMERO THON,GASOLINA,2022-04-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,ITAPEVA,JARDIM MARINGA,GASOLINA,2022-05-04,6.659,R$ / litro,0.33295,0.53272,0.6659
SP,PINDAMONHANGABA,MOREIRA CESAR,GASOLINA,2022-05-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,PAULINIA,BETEL,GASOLINA,2022-06-04,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,AMPARO,,GASOLINA,2022-07-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,BARRETOS,JOCKEY CLUB,GASOLINA,2022-06-04,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,PARAGUACU PAULISTA,CENTRO,GASOLINA,2022-04-04,6.58,R$ / litro,0.329,0.5264,0.658
SP,LEME,CENTRO,GASOLINA,2022-04-04,6.598,R$ / litro,0.3299,0.52784,0.6598
SP,MAUA,JARDIM SONIA MARIA,GASOLINA,2022-06-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,JACAREI,CENTRO,GASOLINA,2022-07-04,6.299,R$ / litro,0.31495000000000006,0.50392,0.6299000000000001
SP,BOTUCATU,SANTA MARIA I,GASOLINA,2022-06-04,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,COSMOPOLIS,CENTRO,GASOLINA,2022-07-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,MOGI GUACU,JARDIM IGACABA,GASOLINA,2022-07-04,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,FRANCA,VILA APARECIDA,GASOLINA,2022-04-04,6.997,R$ / litro,0.34985,0.55976,0.6997
SP,LINS,VILA SAO JOSE,GASOLINA,2022-04-04,6.92,R$ / litro,0.34600000000000003,0.5536,0.6920000000000001
SP,JABOTICABAL,CENTRO,GASOLINA,2022-07-04,6.92,R$ / litro,0.34600000000000003,0.5536,0.6920000000000001
SP,VOTUPORANGA,ESTACAO,GASOLINA,2022-06-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,MOGI GUACU,JARDIM SOARES,GASOLINA,2022-07-04,6.599,R$ / litro,0.32995,0.5279200000000001,0.6599
SP,ARACATUBA,ICARAY,GASOLINA,2022-05-04,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,MOGI GUACU,JARDIM SANTA TEREZINHA,GASOLINA,2022-04-14,6.949,R$ / litro,0.34745000000000004,0.55592,0.6949000000000001
SP,ADAMANTINA,VILA JAMIL DE LIMA,GASOLINA,2022-12-04,6.49,R$ / litro,0.3245,0.5192,0.649
SP,ADAMANTINA,CENTRO,GASOLINA,2022-11-04,6.68,R$ / litro,0.334,0.5344,0.668
SP,ADAMANTINA,VILA INDUSTRIAL,GASOLINA,2022-04-13,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,ADAMANTINA,CENTRO,GASOLINA,2022-11-04,6.89,R$ / litro,0.34450000000000003,0.5512,0.6890000000000001
SP,AMPARO,FIGUEIRA,GASOLINA,2022-04-14,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,AMPARO,CENTRO,GASOLINA,2022-04-14,6.949,R$ / litro,0.34745000000000004,0.55592,0.6949000000000001
SP,AMPARO,CENTRO,GASOLINA,2022-04-14,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,AMPARO,CENTRO,GASOLINA,2022-04-14,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,AMPARO,CENTRO,GASOLINA,2022-04-14,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,ARARAQUARA,VILA SANTANA,GASOLINA,2022-12-04,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,QUITANDINHA,GASOLINA,2022-12-04,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,CENTRO,GASOLINA,2022-12-04,6.449,R$ / litro,0.32245,0.51592,0.6449
SP,ARARAQUARA,JARDIM NOVA AMERICA,GASOLINA,2022-12-04,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,ARARAQUARA,JD.ROBERTO SELMI DEI,GASOLINA,2022-11-04,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,CENTRO,GASOLINA,2022-12-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,ARARAQUARA,VILA RACY,GASOLINA,2022-12-04,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,JARDIM MARIVAN,GASOLINA,2022-12-04,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,SANTANA,GASOLINA,2022-12-04,6.9,R$ / litro,0.34500000000000003,0.552,0.6900000000000001
SP,ARARAQUARA,CENTRO,GASOLINA,2022-12-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,ARARAQUARA,JD ROBERTO SELMI DEI,GASOLINA,2022-11-04,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ATIBAIA,ALVINOPOLIS,GASOLINA,2022-04-14,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,ATIBAIA,CENTRO,GASOLINA,2022-04-14,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ATIBAIA,VL ESPERIA,GASOLINA,2022-04-13,6.739,R$ / litro,0.33695,0.53912,0.6739
SP,ATIBAIA,ALVINÓPOLIS,GASOLINA,2022-04-14,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ATIBAIA,VILA OLGA,GASOLINA,2022-04-13,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ATIBAIA,ALVINÓPOLIS,GASOLINA,2022-04-14,7.263,R$ / litro,0.36315000000000003,0.58104,0.7263000000000001
SP,ATIBAIA,JARDIM CEREJEIRAS,GASOLINA,2022-04-14,6.789,R$ / litro,0.33945000000000003,0.5431199999999999,0.6789000000000001
SP,ATIBAIA,CAETETUBA,GASOLINA,2022-04-14,7.17,R$ / litro,0.35850000000000004,0.5736,0.7170000000000001
SP,ATIBAIA,ALVINOPOLIS,GASOLINA,2022-04-14,7.297,R$ / litro,0.36485,0.58376,0.7297
