Estado,Municipio,Bairro,Produto,Data da Coleta,Valor de Venda,Unidade de Medida
RS,SANTA CRUZ DO SUL,SCHULZ,GASOLINA ADITIVADA,2022-06-04,7.199,R$ / litro
RS,SANTA CRUZ DO SUL,SCHULZ,GASOLINA,2022-06-04,7.099,R$ / litro
CE,CAUCAIA,TABAPUA BRASILIA II (JUREMA),GASOLINA,2022-06-04,7.49,R$ / litro
CE,CAUCAIA,TABAPUA BRASILIA II (JUREMA),GASOLINA ADITIVADA,2022-06-04,7.59,R$ / litro
CE,CAUCAIA,TABAPUA BRASILIA II (JUREMA),ETANOL,2022-06-04,5.89,R$ / litro
MA,BALSAS,CATUMBI,GASOLINA,2022-05-04,7.89,R$ / litro
MA,BALSAS,CATUMBI,GASOLINA ADITIVADA,2022-05-04,7.89,R$ / litro
AP,MACAPA,CENTRAL,GASOLINA,2022-06-04,6.25,R$ / litro
RS,TORRES,CENTRO,GASOLINA,2022-06-04,6.549,R$ / litro
MG,UBERLANDIA,MORUMBI,GASOLINA,2022-05-04,7.39,R$ / litro
MG,UBERLANDIA,MORUMBI,ETANOL,2022-05-04,4.94,R$ / litro
BA,ALAGOINHAS,CENTRO,GASOLINA,2022-06-04,7.789,R$ / litro
BA,ALAGOINHAS,CENTRO,GASOLINA ADITIVADA,2022-06-04,7.889,R$ / litro
BA,ALAGOINHAS,CENTRO,ETANOL,2022-06-04,5.999,R$ / litro
MG,LAVRAS,JARDIM GLORIA,ETANOL,2022-07-04,5.109,R$ / litro
MG,LAVRAS,JARDIM GLORIA,GASOLINA,2022-07-04,7.459,R$ / litro
MG,LAVRAS,JARDIM GLORIA,GASOLINA ADITIVADA,2022-07-04,7.509,R$ / litro
RS,VIAMAO,QUERENCIA,GASOLINA,2022-06-04,6.899,R$ / litro
RS,VIAMAO,QUERENCIA,GASOLINA ADITIVADA,2022-06-04,7.099,R$ / litro
SP,PRAIA GRANDE,AVIACAO,GASOLINA,2022-04-04,6.699,R$ / litro
SP,PRAIA GRANDE,AVIACAO,ETANOL,2022-04-04,4.599,R$ / litro
SP,PRAIA GRANDE,AVIACAO,GASOLINA ADITIVADA,2022-04-04,6.799,R$ / litro
CE,CRATO,MURITI,GASOLINA ADITIVADA,2022-07-04,7.45,R$ / litro
CE,CRATO,MURITI,GASOLINA,2022-07-04,7.43,R$ / litro
CE,CRATO,MURITI,ETANOL,2022-07-04,6.5,R$ / litro
MG,JANUARIA,SAO VICENTE,GASOLINA,2022-06-04,7.75,R$ / litro
MG,JANUARIA,SAO VICENTE,ETANOL,2022-06-04,5.16,R$ / litro
RN,MOSSORO,ALTO DO SUMARE,GASOLINA,2022-06-04,7.62,R$ / litro
RN,MOSSORO,ALTO DO SUMARE,ETANOL,2022-06-04,5.69,R$ / litro
MA,SAO JOSE DE RIBAMAR,ARACAGY,GASOLINA,2022-05-04,6.959,R$ / litro
MA,SAO JOSE DE RIBAMAR,ARACAGY,GASOLINA ADITIVADA,2022-05-04,6.959,R$ / litro
PR,FOZ DO IGUACU,JARDIM PANORAMA,GASOLINA,2022-05-04,7.08,R$ / litro
PR,FOZ DO IGUACU,JARDIM PANORAMA,ETANOL,2022-05-04,5.09,R$ / litro
PR,FOZ DO IGUACU,JARDIM PANORAMA,GASOLINA ADITIVADA,2022-05-04,7.09,R$ / litro
RS,PASSO FUNDO,VILA RODRIGUES,GASOLINA,2022-06-04,6.289,R$ / litro
RS,PASSO FUNDO,VILA RODRIGUES,GASOLINA ADITIVADA,2022-06-04,6.489,R$ / litro
SP,MOGI GUACU,MARTINHO PRADO JUNIOR,GASOLINA,2022-07-04,6.549,R$ / litro
SP,MOGI GUACU,MARTINHO PRADO JUNIOR,ETANOL,2022-07-04,4.349,R$ / litro
RS,PORTO ALEGRE,AGRONOMIA,GASOLINA,2022-06-04,6.659,R$ / litro
RS,PORTO ALEGRE,AGRONOMIA,GASOLINA ADITIVADA,2022-06-04,6.659,R$ / litro
SP,MARILIA,PARQUE SAO JORGE,GASOLINA,2022-06-04,6.499,R$ / litro
SP,MARILIA,PARQUE SAO JORGE,GASOLINA ADITIVADA,2022-06-04,6.499,R$ / litro
SP,MARILIA,PARQUE SAO JORGE,ETANOL,2022-06-04,4.459,R$ / litro
RJ,TRES RIOS,TRIANGULO,GASOLINA,2022-08-04,8.299,R$ / litro
RJ,TRES RIOS,TRIANGULO,GASOLINA ADITIVADA,2022-08-04,8.299,R$ / litro
RJ,TRES RIOS,TRIANGULO,ETANOL,2022-08-04,6.699,R$ / litro
BA,VALENCA,CENTRO,ETANOL,2022-07-04,5.79,R$ / litro
BA,VALENCA,CENTRO,GASOLINA,2022-07-04,7.35,R$ / litro
BA,VALENCA,CENTRO,GASOLINA ADITIVADA,2022-07-04,7.35,R$ / litro
MG,PARA DE MINAS,VILA ROMUALDO PEREIRA DA SILVA,GASOLINA,2022-05-04,7.38,R$ / litro
MG,PARA DE MINAS,VILA ROMUALDO PEREIRA DA SILVA,ETANOL,2022-05-04,5.07,R$ / litro
MA,SAO LUIS,CRUZEIRO DO ANIL,GASOLINA,2022-05-04,6.93,R$ / litro
MA,SAO LUIS,CRUZEIRO DO ANIL,ETANOL,2022-05-04,5.99,R$ / litro
MA,SAO LUIS,CRUZEIRO DO ANIL,GASOLINA ADITIVADA,2022-05-04,6.93,R$ / litro
MG,POUSO ALEGRE,CASCALHO,GASOLINA,2022-04-04,7.399,R$ / litro
MG,POUSO ALEGRE,CASCALHO,ETANOL,2022-04-04,4.859,R$ / litro
MG,POUSO ALEGRE,CASCALHO,GASOLINA ADITIVADA,2022-04-04,7.649,R$ / litro
BA,IRECE,RODOVIA,GASOLINA,2022-05-04,7.57,R$ / litro
BA,IRECE,RODOVIA,ETANOL,2022-05-04,5.77,R$ / litro
PB,BAYEUX,CENTRO,GASOLINA,2022-05-04,6.99,R$ / litro
PB,BAYEUX,CENTRO,ETANOL,2022-05-04,5.29,R$ / litro
PB,JOAO PESSOA,ERNESTO GEISEL,GASOLINA,2022-04-04,6.84,R$ / litro
ES,LINHARES,INTERLAGOS,GASOLINA,2022-06-04,7.39,R$ / litro
ES,LINHARES,INTERLAGOS,GASOLINA ADITIVADA,2022-06-04,7.45,R$ / litro
ES,LINHARES,INTERLAGOS,ETANOL,2022-06-04,5.69,R$ / litro
SP,SANTO ANDRE,VILA HOMERO THON,GASOLINA,2022-04-04,6.499,R$ / litro
SP,SANTO ANDRE,VILA HOMERO THON,ETANOL,2022-04-04,4.499,R$ / litro
SP,SANTO ANDRE,VILA HOMERO THON,GASOLINA ADITIVADA,2022-04-04,6.599,R$ / litro
MG,TEOFILO OTONI,SAO DIOGO,GASOLINA,2022-04-04,7.449,R$ / litro
MG,TEOFILO OTONI,SAO DIOGO,GASOLINA ADITIVADA,2022-04-04,7.599,R$ / litro
MG,TEOFILO OTONI,SAO DIOGO,ETANOL,2022-04-04,5.149,R$ / litro
AP,MACAPA,INFRAERO,GASOLINA,2022-06-04,6.38,R$ / litro
RS,URUGUAIANA,DISTRITO RODOVIARIO,GASOLINA,2022-04-04,6.59,R$ / litro
RS,URUGUAIANA,DISTRITO RODOVIARIO,GASOLINA ADITIVADA,2022-04-04,7.099,R$ / litro
PA,CASTANHAL,ESTRELA,GASOLINA,2022-06-04,7.14,R$ / litro
SP,ITAPEVA,JARDIM MARINGA,GASOLINA,2022-05-04,6.659,R$ / litro
SP,ITAPEVA,JARDIM MARINGA,ETANOL,2022-05-04,4.559,R$ / litro
RS,SAO GABRIEL,GABRIELENSE,GASOLINA,2022-06-04,7.249,R$ / litro
RS,SAO GABRIEL,GABRIELENSE,GASOLINA ADITIVADA,2022-06-04,7.399,R$ / litro
MA,SANTA INES,CENTRO,GASOLINA,2022-07-04,7.429,R$ / litro
MA,SANTA INES,CENTRO,ETANOL,2022-07-04,5.989,R$ / litro
AM,PARINTINS,JACAREACANGA,GASOLINA,2022-05-04,7.75,R$ / litro
MT,SORRISO,CENTRO,GASOLINA,2022-04-04,7.389,R$ / litro
MT,SORRISO,CENTRO,ETANOL,2022-04-04,5.289,R$ / litro
MT,SORRISO,CENTRO,GASOLINA ADITIVADA,2022-04-04,7.489,R$ / litro
CE,FORTALEZA,PARQUE DOIS IRMAOS,GASOLINA,2022-06-04,7.99,R$ / litro
CE,FORTALEZA,PARQUE DOIS IRMAOS,ETANOL,2022-06-04,6.85,R$ / litro
GO,MORRINHOS,VILA SAO PEDRO,GASOLINA,2022-07-04,7.18,R$ / litro
GO,MORRINHOS,VILA SAO PEDRO,ETANOL,2022-07-04,4.88,R$ / litro
MG,CURVELO,BELA VISTA,GASOLINA ADITIVADA,2022-08-04,7.579,R$ / litro
MG,CURVELO,BELA VISTA,ETANOL,2022-08-04,5.299,R$ / litro
SP,PINDAMONHANGABA,MOREIRA CESAR,GASOLINA,2022-05-04,6.499,R$ / litro
SP,PINDAMONHANGABA,MOREIRA CESAR,ETANOL,2022-05-04,4.799,R$ / litro
SP,PINDAMONHANGABA,MOREIRA CESAR,GASOLINA ADITIVADA,2022-05-04,6.499,R$ / litro
RJ,BELFORD ROXO,DOS FERREIRAS,GASOLINA,2022-04-04,7.399,R$ / litro
RJ,BELFORD ROXO,DOS FERREIRAS,ETANOL,2022-04-04,5.649,R$ / litro
RJ,BELFORD ROXO,DOS FERREIRAS,GASOLINA ADITIVADA,2022-04-04,7.399,R$ / litro
RS,PELOTAS,CENTRO,GASOLINA,2022-05-04,7.199,R$ / litro
RS,PELOTAS,CENTRO,GASOLINA ADITIVADA,2022-05-04,7.399,R$ / litro
RJ,CAMPOS DOS GOYTACAZES,PARQUE GUARUS,ETANOL,2022-07-04,5.439,R$ / litro
RJ,CAMPOS DOS GOYTACAZES,PARQUE GUARUS,GASOLINA,2022-07-04,7.739,R$ / litro
PA,CASTANHAL,CAICARA,GASOLINA,2022-06-04,6.97,R$ / litro
RJ,VOLTA REDONDA,RETIRO,GASOLINA,2022-08-04,7.869,R$ / litro
RJ,VOLTA REDONDA,RETIRO,ETANOL,2022-08-04,6.169,R$ / litro
RJ,VOLTA REDONDA,RETIRO,GASOLINA ADITIVADA,2022-08-04,7.969,R$ / litro
SP,PAULINIA,BETEL,GASOLINA,2022-06-04,6.99,R$ / litro
SP,PAULINIA,BETEL,GASOLINA ADITIVADA,2022-06-04,7.09,R$ / litro
SP,PAULINIA,BETEL,ETANOL,2022-06-04,4.79,R$ / litro
BA,GUANAMBI,VILA NOVA,GASOLINA,2022-05-04,7.759,R$ / litro
BA,GUANAMBI,VILA NOVA,ETANOL,2022-05-04,5.599,R$ / litro
RR,BOA VISTA,DOUTOR SILVIO BOTELHO,GASOLINA,2022-05-04,7.14,R$ / litro
RR,BOA VISTA,DOUTOR SILVIO BOTELHO,GASOLINA ADITIVADA,2022-05-04,7.2,R$ / litro
BA,FEIRA DE SANTANA,LAGOA SALGADA,ETANOL,2022-07-04,5.58,R$ / litro
BA,FEIRA DE SANTANA,LAGOA SALGADA,GASOLINA,2022-07-04,6.79,R$ / litro
BA,FEIRA DE SANTANA,LAGOA SALGADA,GASOLINA ADITIVADA,2022-07-04,7.09,R$ / litro
SP,AMPARO,,GASOLINA,2022-07-04,6.799,R$ / litro
SP,AMPARO,,GASOLINA ADITIVADA,2022-07-04,6.999,R$ / litro
SP,AMPARO,,ETANOL,2022-07-04,4.799,R$ / litro
SC,CRICIUMA,SANTA LUZIA,GASOLINA ADITIVADA,2022-07-04,6.849,R$ / litro
SC,CRICIUMA,SANTA LUZIA,GASOLINA,2022-07-04,6.859,R$ / litro
DF,BRASILIA,PARK WAY,ETANOL,2022-07-04,5.699,R$ / litro
DF,BRASILIA,PARK WAY,GASOLINA,2022-07-04,7.599,R$ / litro
DF,BRASILIA,PARK WAY,GASOLINA ADITIVADA,2022-07-04,7.749,R$ / litro
PR,PARANAGUA,COSTEIRA,GASOLINA,2022-04-04,7.199,R$ / litro
PR,PARANAGUA,COSTEIRA,ETANOL,2022-04-04,5.299,R$ / litro
PR,PARANAGUA,COSTEIRA,GASOLINA ADITIVADA,2022-04-04,7.499,R$ / litro
DF,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),GASOLINA,2022-04-04,7.299,R$ / litro
DF,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),ETANOL,2022-04-04,5.439,R$ / litro
DF,BRASILIA,TAGUATINGA NORTE (TAGUATINGA),GASOLINA ADITIVADA,2022-04-04,7.299,R$ / litro
DF,BRASILIA,ZONA INDUSTRIAL (GUARA),ETANOL,2022-07-04,5.999,R$ / litro
DF,BRASILIA,ZONA INDUSTRIAL (GUARA),GASOLINA,2022-07-04,7.599,R$ / litro
DF,BRASILIA,ZONA INDUSTRIAL (GUARA),GASOLINA ADITIVADA,2022-07-04,7.699,R$ / litro
CE,ITAPIPOCA,BOA VISTA,GASOLINA,2022-05-04,7.83,R$ / litro
CE,ITAPIPOCA,BOA VISTA,ETANOL,2022-05-04,6.14,R$ / litro
CE,ITAPIPOCA,BOA VISTA,GASOLINA ADITIVADA,2022-05-04,7.85,R$ / litro
RJ,VOLTA REDONDA,RETIRO,GASOLINA,2022-08-04,7.889,R$ / litro
RJ,VOLTA REDONDA,RETIRO,ETANOL,2022-08-04,6.149,R$ / litro
RJ,VOLTA REDONDA,RETIRO,GASOLINA ADITIVADA,2022-08-04,7.889,R$ / litro
PA,ABAETETUBA,CENTRO,GASOLINA,2022-05-04,7.599,R$ / litro
CE,LIMOEIRO DO NORTE,SANTA LUZIA,GASOLINA,2022-05-04,7.89,R$ / litro
CE,LIMOEIRO DO NORTE,SANTA LUZIA,GASOLINA ADITIVADA,2022-05-04,7.89,R$ / litro
SP,BARRETOS,JOCKEY CLUB,GASOLINA ADITIVADA,2022-06-04,6.899,R$ / litro
SP,BARRETOS,JOCKEY CLUB,GASOLINA,2022-06-04,6.879,R$ / litro
SP,BARRETOS,JOCKEY CLUB,ETANOL,2022-06-04,4.599,R$ / litro
CE,CAUCAIA,NOVA CIGANA,GASOLINA,2022-06-04,7.37,R$ / litro
CE,CAUCAIA,NOVA CIGANA,GASOLINA ADITIVADA,2022-06-04,7.49,R$ / litro
CE,CAUCAIA,NOVA CIGANA,ETANOL,2022-06-04,5.97,R$ / litro
MG,UBERABA,JARDIM INDUBERABA,GASOLINA,2022-04-04,7.19,R$ / litro
MG,UBERABA,JARDIM INDUBERABA,ETANOL,2022-04-04,4.87,R$ / litro
MT,SINOP,SETOR COMERCIAL,GASOLINA,2022-05-04,6.999,R$ / litro
MT,SINOP,SETOR COMERCIAL,ETANOL,2022-05-04,4.899,R$ / litro
MT,SINOP,SETOR COMERCIAL,GASOLINA ADITIVADA,2022-05-04,6.999,R$ / litro
PR,SAO JOSE DOS PINHAIS,ARISTOCRATA,GASOLINA,2022-05-04,7.399,R$ / litro
PR,SAO JOSE DOS PINHAIS,ARISTOCRATA,ETANOL,2022-05-04,5.649,R$ / litro
PR,SAO JOSE DOS PINHAIS,ARISTOCRATA,GASOLINA ADITIVADA,2022-05-04,7.699,R$ / litro
SP,PARAGUACU PAULISTA,CENTRO,GASOLINA,2022-04-04,6.58,R$ / litro
SP,PARAGUACU PAULISTA,CENTRO,ETANOL,2022-04-04,4.69,R$ / litro
SP,PARAGUACU PAULISTA,CENTRO,GASOLINA ADITIVADA,2022-04-04,6.59,R$ / litro
MG,UBERABA,IRMAOS SOARES,GASOLINA ADITIVADA,2022-04-04,7.28,R$ / litro
MG,UBERABA,IRMAOS SOARES,GASOLINA,2022-04-04,7.28,R$ / litro
MG,UBERABA,IRMAOS SOARES,ETANOL,2022-04-04,4.98,R$ / litro
RS,CACHOEIRA DO SUL,CENTRO,GASOLINA,2022-05-04,6.659,R$ / litro
RS,CACHOEIRA DO SUL,CENTRO,GASOLINA ADITIVADA,2022-05-04,6.759,R$ / litro
MG,VICOSA,CONCEICAO,GASOLINA,2022-05-04,7.659,R$ / litro
MG,VICOSA,CONCEICAO,ETANOL,2022-05-04,5.349,R$ / litro
MG,VICOSA,CONCEICAO,GASOLINA ADITIVADA,2022-05-04,7.669,R$ / litro
SP,LEME,CENTRO,GASOLINA,2022-04-04,6.598,R$ / litro
SP,LEME,CENTRO,ETANOL,2022-04-04,4.598,R$ / litro
MS,CAMPO GRANDE,CENTRO,GASOLINA ADITIVADA,2022-07-04,7.199,R$ / litro
MS,CAMPO GRANDE,CENTRO,ETANOL,2022-07-04,4.999,R$ / litro
MS,CAMPO GRANDE,CENTRO,GASOLINA,2022-07-04,6.879,R$ / litro
SP,MAUA,JARDIM SONIA MARIA,GASOLINA,2022-06-04,6.699,R$ / litro
SP,MAUA,JARDIM SONIA MARIA,ETANOL,2022-06-04,4.799,R$ / litro
SP,MAUA,JARDIM SONIA MARIA,GASOLINA ADITIVADA,2022-06-04,6.849,R$ / litro
MT,CUIABA,PARQUE ATALAIA,ETANOL,2022-07-04,4.699,R$ / litro
MT,CUIABA,PARQUE ATALAIA,GASOLINA,2022-07-04,6.799,R$ / litro
DF,BRASILIA,CEILANDIA NORTE (CEILANDIA),GASOLINA,2022-05-04,7.299,R$ / litro
DF,BRASILIA,CEILANDIA NORTE (CEILANDIA),ETANOL,2022-05-04,5.999,R$ / litro
DF,BRASILIA,CEILANDIA NORTE (CEILANDIA),GASOLINA ADITIVADA,2022-05-04,7.299,R$ / litro
BA,BRUMADO,SANTA TEREZA,GASOLINA,2022-06-04,7.69,R$ / litro
BA,BRUMADO,SANTA TEREZA,ETANOL,2022-06-04,5.799,R$ / litro
SP,JACAREI,CENTRO,GASOLINA,2022-07-04,6.299,R$ / litro
SP,JACAREI,CENTRO,ETANOL,2022-07-04,4.299,R$ / litro
MS,CAMPO GRANDE,UNIVERSITARIO SECCAO C,GASOLINA ADITIVADA,2022-07-04,7.199,R$ / litro
MS,CAMPO GRANDE,UNIVERSITARIO SECCAO C,ETANOL,2022-07-04,5.149,R$ / litro
MS,CAMPO GRANDE,UNIVERSITARIO SECCAO C,GASOLINA,2022-07-04,6.999,R$ / litro
AC,RIO BRANCO,BOSQUE,GASOLINA,2022-06-04,7.33,R$ / litro
AC,RIO BRANCO,BOSQUE,GASOLINA ADITIVADA,2022-06-04,7.66,R$ / litro
AC,RIO BRANCO,BOSQUE,ETANOL,2022-06-04,5.85,R$ / litro
PB,JOAO PESSOA,JARDIM SAO PAULO,GASOLINA,2022-04-04,6.99,R$ / litro
PB,JOAO PESSOA,JARDIM SAO PAULO,ETANOL,2022-04-04,5.29,R$ / litro
PR,UMUARAMA,ZONA I,GASOLINA,2022-04-04,7.08,R$ / litro
PR,UMUARAMA,ZONA I,ETANOL,2022-04-04,4.97,R$ / litro
PR,UMUARAMA,ZONA I,GASOLINA ADITIVADA,2022-04-04,7.08,R$ / litro
PR,PONTA GROSSA,JARDIM CARVALHO,GASOLINA,2022-05-04,7.019,R$ / litro
PR,PONTA GROSSA,JARDIM CARVALHO,ETANOL,2022-05-04,4.949,R$ / litro
PR,PONTA GROSSA,JARDIM CARVALHO,GASOLINA ADITIVADA,2022-05-04,7.199,R$ / litro
GO,GOIATUBA,CENTRO,ETANOL,2022-06-04,4.949,R$ / litro
GO,GOIATUBA,CENTRO,GASOLINA,2022-06-04,7.349,R$ / litro
PR,FRANCISCO BELTRAO,CENTRO,GASOLINA,2022-06-04,6.99,R$ / litro
PR,FRANCISCO BELTRAO,CENTRO,GASOLINA ADITIVADA,2022-06-04,7.14,R$ / litro
PR,FRANCISCO BELTRAO,CENTRO,ETANOL,2022-06-04,5.19,R$ / litro
SP,BOTUCATU,SANTA MARIA I,ETANOL,2022-06-04,4.969,R$ / litro
SP,BOTUCATU,SANTA MARIA I,GASOLINA,2022-06-04,7.099,R$ / litro
SP,BOTUCATU,SANTA MARIA I,GASOLINA ADITIVADA,2022-06-04,7.289,R$ / litro
PE,SANTA CRUZ DO CAPIBARIBE,NOVA SANTA CRUZ,GASOLINA,2022-06-04,7.149,R$ / litro
PE,SANTA CRUZ DO CAPIBARIBE,NOVA SANTA CRUZ,GASOLINA ADITIVADA,2022-06-04,7.349,R$ / litro
RJ,SAO JOAO DE MERITI,JARDIM SUMARE,GASOLINA,2022-04-04,7.199,R$ / litro
RJ,SAO JOAO DE MERITI,JARDIM SUMARE,ETANOL,2022-04-04,5.299,R$ / litro
RJ,SAO JOAO DE MERITI,JARDIM SUMARE,GASOLINA ADITIVADA,2022-04-04,7.259,R$ / litro
SP,COSMOPOLIS,CENTRO,GASOLINA,2022-07-04,6.699,R$ / litro
SP,COSMOPOLIS,CENTRO,ETANOL,2022-07-04,4.699,R$ / litro
SP,MOGI GUACU,JARDIM IGACABA,GASOLINA,2022-07-04,7.199,R$ / litro
SP,MOGI GUACU,JARDIM IGACABA,GASOLINA ADITIVADA,2022-07-04,7.399,R$ / litro
SP,MOGI GUACU,JARDIM IGACABA,ETANOL,2022-07-04,4.899,R$ / litro
CE,FORTALEZA,PARANGABA,GASOLINA,2022-04-04,7.39,R$ / litro
CE,FORTALEZA,PARANGABA,ETANOL,2022-04-04,5.99,R$ / litro
CE,FORTALEZA,PARANGABA,GASOLINA ADITIVADA,2022-04-04,7.39,R$ / litro
PE,CARUARU,CAIUCA,ETANOL,2022-05-04,5.39,R$ / litro
PE,CARUARU,CAIUCA,GASOLINA ADITIVADA,2022-05-04,6.989,R$ / litro
SC,BRUSQUE,CENTRO  I,GASOLINA,2022-04-04,7.179,R$ / litro
SC,BRUSQUE,CENTRO  I,ETANOL,2022-04-04,5.899,R$ / litro
SC,BRUSQUE,CENTRO  I,GASOLINA ADITIVADA,2022-04-04,7.299,R$ / litro
RJ,RIO DE JANEIRO,PENHA CIRCULAR,GASOLINA,2022-05-04,7.739,R$ / litro
RJ,RIO DE JANEIRO,PENHA CIRCULAR,ETANOL,2022-05-04,6.149,R$ / litro
RJ,RIO DE JANEIRO,PENHA CIRCULAR,GASOLINA ADITIVADA,2022-05-04,7.839,R$ / litro
RS,ESTEIO,NOVO ESTEIO,GASOLINA ADITIVADA,2022-07-04,7.149,R$ / litro
RS,ESTEIO,NOVO ESTEIO,ETANOL,2022-07-04,5.999,R$ / litro
RS,ESTEIO,NOVO ESTEIO,GASOLINA,2022-07-04,6.999,R$ / litro
SC,JOINVILLE,FLORESTA,GASOLINA,2022-04-04,6.839,R$ / litro
SC,JOINVILLE,FLORESTA,ETANOL,2022-04-04,5.999,R$ / litro
SC,JOINVILLE,FLORESTA,GASOLINA ADITIVADA,2022-04-04,6.939,R$ / litro
SP,FRANCA,VILA APARECIDA,GASOLINA ADITIVADA,2022-04-04,6.997,R$ / litro
SP,FRANCA,VILA APARECIDA,GASOLINA,2022-04-04,6.997,R$ / litro
SP,FRANCA,VILA APARECIDA,ETANOL,2022-04-04,4.897,R$ / litro
PE,SANTA CRUZ DO CAPIBARIBE,CRUZ ALTA,GASOLINA,2022-06-04,7.189,R$ / litro
PE,SANTA CRUZ DO CAPIBARIBE,CRUZ ALTA,GASOLINA ADITIVADA,2022-06-04,7.289,R$ / litro
PR,ASSIS CHATEAUBRIAND,JD. PARANA,GASOLINA,2022-05-04,6.68,R$ / litro
PR,ASSIS CHATEAUBRIAND,JD. PARANA,ETANOL,2022-05-04,4.69,R$ / litro
SC,ITAJAI,FAZENDINHA,GASOLINA,2022-04-04,6.899,R$ / litro
CE,JUAZEIRO DO NORTE,PEDRINHAS,GASOLINA ADITIVADA,2022-06-04,6.99,R$ / litro
CE,JUAZEIRO DO NORTE,PEDRINHAS,GASOLINA,2022-06-04,6.99,R$ / litro
CE,JUAZEIRO DO NORTE,PEDRINHAS,ETANOL,2022-06-04,5.54,R$ / litro
SC,SAO JOSE,BARREIROS,ETANOL,2022-06-04,5.999,R$ / litro
SC,SAO JOSE,BARREIROS,GASOLINA,2022-06-04,6.989,R$ / litro
SC,SAO JOSE,BARREIROS,GASOLINA ADITIVADA,2022-06-04,7.089,R$ / litro
SP,LINS,VILA SAO JOSE,GASOLINA,2022-04-04,6.92,R$ / litro
SP,LINS,VILA SAO JOSE,ETANOL,2022-04-04,4.94,R$ / litro
SP,LINS,VILA SAO JOSE,GASOLINA ADITIVADA,2022-04-04,6.92,R$ / litro
PA,PARAUAPEBAS,UNIAO,GASOLINA,2022-05-04,7.75,R$ / litro
PR,CURITIBA,ALTO DA RUA XV,GASOLINA ADITIVADA,2022-06-04,7.399,R$ / litro
PR,CURITIBA,ALTO DA RUA XV,GASOLINA,2022-06-04,7.319,R$ / litro
PR,CURITIBA,ALTO DA RUA XV,ETANOL,2022-06-04,5.619,R$ / litro
SP,JABOTICABAL,CENTRO,GASOLINA,2022-07-04,6.92,R$ / litro
SP,JABOTICABAL,CENTRO,ETANOL,2022-07-04,4.87,R$ / litro
SP,VOTUPORANGA,ESTACAO,GASOLINA ADITIVADA,2022-06-04,6.649,R$ / litro
SP,VOTUPORANGA,ESTACAO,GASOLINA,2022-06-04,6.599,R$ / litro
SP,VOTUPORANGA,ESTACAO,ETANOL,2022-06-04,4.399,R$ / litro
PB,JOAO PESSOA,TORRE,GASOLINA,2022-04-04,6.968,R$ / litro
PB,JOAO PESSOA,TORRE,ETANOL,2022-04-04,5.099,R$ / litro
BA,GUANAMBI,CENTRO,GASOLINA,2022-04-04,7.858,R$ / litro
BA,GUANAMBI,CENTRO,ETANOL,2022-04-04,5.898,R$ / litro
BA,GUANAMBI,CENTRO,GASOLINA ADITIVADA,2022-04-04,7.829,R$ / litro
SP,MOGI GUACU,JARDIM SOARES,GASOLINA,2022-07-04,6.599,R$ / litro
SP,MOGI GUACU,JARDIM SOARES,ETANOL,2022-07-04,4.599,R$ / litro
BA,IRECE,BAIXAO DE SINEZIA,GASOLINA,2022-05-04,7.639,R$ / litro
BA,IRECE,BAIXAO DE SINEZIA,ETANOL,2022-05-04,5.799,R$ / litro
BA,IRECE,BAIXAO DE SINEZIA,GASOLINA ADITIVADA,2022-05-04,7.739,R$ / litro
MT,CUIABA,CENTRO-SUL,GASOLINA,2022-04-04,6.899,R$ / litro
MT,CUIABA,CENTRO-SUL,ETANOL,2022-04-04,4.959,R$ / litro
SC,JOINVILLE,FLORESTA,GASOLINA,2022-04-04,6.819,R$ / litro
SC,JOINVILLE,FLORESTA,GASOLINA ADITIVADA,2022-04-04,6.819,R$ / litro
AC,RIO BRANCO,PRAIA DO AMAPA,GASOLINA,2022-05-04,7.52,R$ / litro
AC,RIO BRANCO,PRAIA DO AMAPA,ETANOL,2022-05-04,6.09,R$ / litro
AC,RIO BRANCO,PRAIA DO AMAPA,GASOLINA ADITIVADA,2022-05-04,7.52,R$ / litro
PE,RECIFE,PORTO DA MADEIRA,GASOLINA,2022-06-04,7.18,R$ / litro
PE,RECIFE,PORTO DA MADEIRA,ETANOL,2022-06-04,5.29,R$ / litro
DF,BRASILIA,SETOR INDUSTRIAL (TAGUATINGA),GASOLINA,2022-04-04,7.279,R$ / litro
DF,BRASILIA,SETOR INDUSTRIAL (TAGUATINGA),ETANOL,2022-04-04,5.599,R$ / litro
DF,BRASILIA,SETOR INDUSTRIAL (TAGUATINGA),GASOLINA ADITIVADA,2022-04-04,7.379,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-07-04,6.95,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-07-04,6.95,R$ / litro
MT,CUIABA,DOM AQUINO,ETANOL,2022-07-04,4.899,R$ / litro
MT,CUIABA,DOM AQUINO,GASOLINA ADITIVADA,2022-07-04,7.099,R$ / litro
MT,CUIABA,DOM AQUINO,GASOLINA,2022-07-04,6.899,R$ / litro
MT,SINOP,SETOR COMERCIAL,GASOLINA,2022-05-04,6.999,R$ / litro
MT,SINOP,SETOR COMERCIAL,ETANOL,2022-05-04,4.999,R$ / litro
