Estado,Municipio,Bairro,Produto,Data da Coleta,Valor de Venda,Unidade de Medida
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.21,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.11,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.23,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.29,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.19,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.39,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.27,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.16,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.37,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.47,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.38,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.67,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.27,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.16,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.39,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.29,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.18,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.49,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.09,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.09,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.09,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.27,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.16,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.42,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA,2022-01-04,7.27,R$ / litro
PR,CASCAVEL,CENTRO,ETANOL,2022-01-04,5.17,R$ / litro
PR,CASCAVEL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.37,R$ / litro
RJ,TRES RIOS,CENTRO,GASOLINA,2022-01-04,8.399,R$ / litro
RJ,TRES RIOS,CENTRO,ETANOL,2022-01-04,6.799,R$ / litro
RJ,TRES RIOS,CENTRO,GASOLINA ADITIVADA,2022-01-04,8.599,R$ / litro
RJ,TRES RIOS,CENTRO,GASOLINA,2022-01-04,8.399,R$ / litro
RJ,TRES RIOS,CENTRO,ETANOL,2022-01-04,6.799,R$ / litro
RJ,TRES RIOS,CENTRO,GASOLINA ADITIVADA,2022-01-04,8.559,R$ / litro
RJ,TRES RIOS,PONTO AZUL,GASOLINA,2022-01-04,8.299,R$ / litro
RJ,TRES RIOS,PONTO AZUL,ETANOL,2022-01-04,6.649,R$ / litro
RJ,TRES RIOS,PONTO AZUL,GASOLINA ADITIVADA,2022-01-04,8.399,R$ / litro
RJ,TRES RIOS,PONTO AZUL,GASOLINA,2022-01-04,8.299,R$ / litro
SC,JARAGUA DO SUL,RAU,GASOLINA,2022-01-04,6.898,R$ / litro
SC,JARAGUA DO SUL,RAU,GASOLINA ADITIVADA,2022-01-04,6.898,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA,2022-01-04,6.899,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.099,R$ / litro
SC,JARAGUA DO SUL,CHICO DE PAULO,GASOLINA,2022-01-04,6.899,R$ / litro
SC,JARAGUA DO SUL,CHICO DE PAULO,ETANOL,2022-01-04,6.199,R$ / litro
SC,JARAGUA DO SUL,CHICO DE PAULO,GASOLINA ADITIVADA,2022-01-04,7.099,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA,2022-01-04,6.865,R$ / litro
SC,JARAGUA DO SUL,CENTRO,ETANOL,2022-01-04,5.885,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.065,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA,2022-01-04,6.898,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA ADITIVADA,2022-01-04,6.898,R$ / litro
SP,SERTAOZINHO,CENTRO,GASOLINA,2022-01-04,7.059,R$ / litro
SP,SERTAOZINHO,CENTRO,ETANOL,2022-01-04,4.749,R$ / litro
SP,SERTAOZINHO,CENTRO,GASOLINA,2022-01-04,6.99,R$ / litro
SP,SERTAOZINHO,CENTRO,ETANOL,2022-01-04,4.69,R$ / litro
SP,SERTAOZINHO,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.0,R$ / litro
SP,SERTAOZINHO,CENTRO,GASOLINA,2022-01-04,6.97,R$ / litro
SP,SERTAOZINHO,CENTRO,ETANOL,2022-01-04,4.69,R$ / litro
SP,SERTAOZINHO,CENTRO,GASOLINA ADITIVADA,2022-01-04,6.99,R$ / litro
MG,TRES CORACOES,PERO,GASOLINA,2022-01-04,7.996,R$ / litro
MG,TRES CORACOES,PERO,ETANOL,2022-01-04,5.596,R$ / litro
MG,TRES CORACOES,PERO,GASOLINA ADITIVADA,2022-01-04,8.096,R$ / litro
MG,TRES CORACOES,COTIA,GASOLINA,2022-01-04,7.889,R$ / litro
MG,TRES CORACOES,COTIA,ETANOL,2022-01-04,5.489,R$ / litro
MG,TRES CORACOES,COTIA,GASOLINA ADITIVADA,2022-01-04,8.089,R$ / litro
MG,TRES CORACOES,PERO,GASOLINA,2022-01-04,8.169,R$ / litro
MG,TRES CORACOES,PERO,ETANOL,2022-01-04,5.699,R$ / litro
MG,TRES CORACOES,PERO,GASOLINA ADITIVADA,2022-01-04,8.269,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,ETANOL,2022-01-04,6.199,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-01-04,7.149,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA ADITIVADA,2022-01-04,7.119,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,6.899,R$ / litro
SC,FLORIANOPOLIS,COQUEIROS,GASOLINA,2022-01-04,6.997,R$ / litro
SC,FLORIANOPOLIS,COQUEIROS,ETANOL,2022-01-04,5.994,R$ / litro
SC,FLORIANOPOLIS,COQUEIROS,GASOLINA ADITIVADA,2022-01-04,7.147,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,ETANOL,2022-01-04,5.999,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA ADITIVADA,2022-01-04,7.149,R$ / litro
SC,FLORIANOPOLIS,JARDIM ATLANTICO,GASOLINA,2022-01-04,6.96,R$ / litro
SC,FLORIANOPOLIS,JARDIM ATLANTICO,GASOLINA ADITIVADA,2022-01-04,6.96,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,7.399,R$ / litro
SC,FLORIANOPOLIS,CENTRO,ETANOL,2022-01-04,6.798,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.499,R$ / litro
SC,FLORIANOPOLIS,COQUEIROS,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,COQUEIROS,ETANOL,2022-01-04,6.29,R$ / litro
SC,FLORIANOPOLIS,COQUEIROS,GASOLINA ADITIVADA,2022-01-04,7.199,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,7.199,R$ / litro
SC,FLORIANOPOLIS,CENTRO,ETANOL,2022-01-04,5.999,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.349,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,6.87,R$ / litro
SC,FLORIANOPOLIS,CENTRO,ETANOL,2022-01-04,5.76,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA ADITIVADA,2022-01-04,6.89,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,6.899,R$ / litro
SC,FLORIANOPOLIS,CENTRO,ETANOL,2022-01-04,5.899,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA ADITIVADA,2022-01-04,6.989,R$ / litro
SC,FLORIANOPOLIS,AGRONOMICA,GASOLINA,2022-01-04,6.898,R$ / litro
SC,FLORIANOPOLIS,AGRONOMICA,ETANOL,2022-01-04,5.999,R$ / litro
SC,FLORIANOPOLIS,AGRONOMICA,GASOLINA ADITIVADA,2022-01-04,6.989,R$ / litro
SC,FLORIANOPOLIS,AGRONOMICA,GASOLINA,2022-01-04,6.998,R$ / litro
SC,FLORIANOPOLIS,AGRONOMICA,ETANOL,2022-01-04,5.998,R$ / litro
SC,FLORIANOPOLIS,AGRONOMICA,GASOLINA,2022-01-04,6.899,R$ / litro
SC,FLORIANOPOLIS,AGRONOMICA,GASOLINA ADITIVADA,2022-01-04,6.899,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA,2022-01-04,6.96,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA ADITIVADA,2022-01-04,6.97,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA ADITIVADA,2022-01-04,6.969,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,6.899,R$ / litro
SC,FLORIANOPOLIS,CENTRO,ETANOL,2022-01-04,5.999,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA ADITIVADA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,ETANOL,2022-01-04,5.999,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA ADITIVADA,2022-01-04,7.099,R$ / litro
SP,ARACATUBA,JARDIM PAULISTA,GASOLINA,2022-01-04,6.899,R$ / litro
SP,ARACATUBA,JARDIM PAULISTA,ETANOL,2022-01-04,4.399,R$ / litro
SP,ARACATUBA,JD UMUARAMA,GASOLINA,2022-01-04,6.999,R$ / litro
SP,ARACATUBA,JD UMUARAMA,ETANOL,2022-01-04,4.599,R$ / litro
SP,BIRIGUI,JARDIM SAO CONRADO,GASOLINA,2022-01-04,6.879,R$ / litro
SP,BIRIGUI,JARDIM SAO CONRADO,ETANOL,2022-01-04,4.579,R$ / litro
SP,BIRIGUI,JARDIM SAO CONRADO,GASOLINA ADITIVADA,2022-01-04,6.899,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,ETANOL,2022-01-04,4.599,R$ / litro
SP,BIRIGUI,RESIDENCIAL MONTE LIBANO,GASOLINA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,RESIDENCIAL MONTE LIBANO,ETANOL,2022-01-04,4.599,R$ / litro
SP,BIRIGUI,PARQUE R PINHEIROS,GASOLINA,2022-01-04,6.899,R$ / litro
SP,BIRIGUI,PARQUE R PINHEIROS,ETANOL,2022-01-04,4.599,R$ / litro
SP,BIRIGUI,PARQUE R PINHEIROS,GASOLINA ADITIVADA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,ETANOL,2022-01-04,4.599,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA ADITIVADA,2022-01-04,7.049,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,ETANOL,2022-01-04,4.599,R$ / litro
SP,SERTAOZINHO,JARDIM SOLJUMAR,GASOLINA,2022-01-04,6.97,R$ / litro
SP,SERTAOZINHO,JARDIM SOLJUMAR,ETANOL,2022-01-04,4.69,R$ / litro
SP,SERTAOZINHO,JARDIM SOLJUMAR,GASOLINA ADITIVADA,2022-01-04,6.99,R$ / litro
SC,JARAGUA DO SUL,CHICO DE PAULO,GASOLINA,2022-01-04,6.959,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,ETANOL,2022-01-04,5.998,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-01-04,7.198,R$ / litro
SP,BIRIGUI,JARDIM RECANTO DOS PASSAROS,GASOLINA,2022-01-04,6.879,R$ / litro
SP,BIRIGUI,JARDIM RECANTO DOS PASSAROS,ETANOL,2022-01-04,4.689,R$ / litro
SP,BIRIGUI,JANDAIA II RESIDENCIAL PARQUE,GASOLINA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,JANDAIA II RESIDENCIAL PARQUE,ETANOL,2022-01-04,4.899,R$ / litro
SP,SERTAOZINHO,JARDIM SAO JOSE,GASOLINA,2022-01-04,6.979,R$ / litro
SP,SERTAOZINHO,JARDIM SAO JOSE,ETANOL,2022-01-04,4.699,R$ / litro
SP,SERTAOZINHO,JARDIM SAO JOSE,GASOLINA ADITIVADA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,VILA BANDEIRANTES,GASOLINA,2022-01-04,7.109,R$ / litro
SP,BIRIGUI,VILA BANDEIRANTES,ETANOL,2022-01-04,4.579,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-01-04,6.969,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,ETANOL,2022-01-04,5.599,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-01-04,6.969,R$ / litro
SP,BIRIGUI,RECANTO VERDE,GASOLINA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,RECANTO VERDE,ETANOL,2022-01-04,4.599,R$ / litro
SP,BIRIGUI,RECANTO VERDE,GASOLINA ADITIVADA,2022-01-04,7.099,R$ / litro
MG,TRES CORACOES,PERO,GASOLINA,2022-01-04,7.889,R$ / litro
MG,TRES CORACOES,PERO,ETANOL,2022-01-04,5.489,R$ / litro
MG,TRES CORACOES,PERO,GASOLINA ADITIVADA,2022-01-04,8.089,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA,2022-01-04,6.759,R$ / litro
SC,JARAGUA DO SUL,CENTRO,ETANOL,2022-01-04,5.599,R$ / litro
SC,JARAGUA DO SUL,CENTRO,GASOLINA ADITIVADA,2022-01-04,6.799,R$ / litro
SP,BIRIGUI,JARDIM ALTO DOS SILVARES,GASOLINA,2022-01-04,6.879,R$ / litro
SP,BIRIGUI,JARDIM ALTO DOS SILVARES,ETANOL,2022-01-04,4.579,R$ / litro
SP,BIRIGUI,JARDIM ALTO DOS SILVARES,GASOLINA ADITIVADA,2022-01-04,6.899,R$ / litro
SP,BIRIGUI,PATRIMONIO SILVARES,GASOLINA,2022-01-04,6.879,R$ / litro
SP,BIRIGUI,PATRIMONIO SILVARES,ETANOL,2022-01-04,4.549,R$ / litro
SP,BIRIGUI,COLINAS PARQUE RESIDENCIAL,GASOLINA,2022-01-04,6.849,R$ / litro
SP,BIRIGUI,COLINAS PARQUE RESIDENCIAL,ETANOL,2022-01-04,4.699,R$ / litro
SP,BIRIGUI,COLINAS PARQUE RESIDENCIAL,GASOLINA ADITIVADA,2022-01-04,6.999,R$ / litro
SC,JARAGUA DO SUL,CZERNIEWICZ,GASOLINA,2022-01-04,6.679,R$ / litro
MG,TRES CORACOES,JARDIM UNIVERSO,GASOLINA,2022-01-04,7.896,R$ / litro
MG,TRES CORACOES,JARDIM UNIVERSO,ETANOL,2022-01-04,5.396,R$ / litro
SC,FLORIANOPOLIS,MONTE CRISTO,GASOLINA,2022-01-04,6.959,R$ / litro
SC,FLORIANOPOLIS,MONTE CRISTO,ETANOL,2022-01-04,5.399,R$ / litro
SC,FLORIANOPOLIS,MONTE CRISTO,GASOLINA ADITIVADA,2022-01-04,6.959,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-01-04,7.469,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,ETANOL,2022-01-04,6.299,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-01-04,7.569,R$ / litro
SP,SERTAOZINHO,SAO JOAO,GASOLINA,2022-01-04,6.9,R$ / litro
SP,SERTAOZINHO,SAO JOAO,ETANOL,2022-01-04,4.82,R$ / litro
SP,SERTAOZINHO,SAO JOAO,GASOLINA ADITIVADA,2022-01-04,6.92,R$ / litro
SP,ARACATUBA,ALVORADA,GASOLINA,2022-01-04,6.999,R$ / litro
SP,ARACATUBA,ALVORADA,ETANOL,2022-01-04,4.589,R$ / litro
SP,ARACATUBA,ALVORADA,GASOLINA ADITIVADA,2022-01-04,7.099,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-01-04,7.119,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA,2022-01-04,6.959,R$ / litro
SC,FLORIANOPOLIS,ESTREITO,GASOLINA ADITIVADA,2022-01-04,6.959,R$ / litro
MG,TRES CORACOES,RESIDENCIAL VILLAGE DHARMA,GASOLINA,2022-01-04,7.896,R$ / litro
MG,TRES CORACOES,RESIDENCIAL VILLAGE DHARMA,ETANOL,2022-01-04,5.396,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,6.999,R$ / litro
SC,FLORIANOPOLIS,CENTRO,ETANOL,2022-01-04,6.199,R$ / litro
SP,BIRIGUI,JARDIM PINHEIROS,GASOLINA,2022-01-04,6.999,R$ / litro
SP,BIRIGUI,JARDIM PINHEIROS,ETANOL,2022-01-04,4.799,R$ / litro
SP,BIRIGUI,JARDIM PINHEIROS,GASOLINA ADITIVADA,2022-01-04,7.099,R$ / litro
SC,FLORIANOPOLIS,BALNEARIO,GASOLINA,2022-01-04,7.469,R$ / litro
SC,FLORIANOPOLIS,BALNEARIO,GASOLINA ADITIVADA,2022-01-04,7.569,R$ / litro
SC,JARAGUA DO SUL,AMIZADE,GASOLINA,2022-01-04,6.799,R$ / litro
SC,JARAGUA DO SUL,AMIZADE,ETANOL,2022-01-04,5.899,R$ / litro
SC,JARAGUA DO SUL,AMIZADE,GASOLINA ADITIVADA,2022-01-04,6.799,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA,2022-01-04,7.099,R$ / litro
SC,FLORIANOPOLIS,CENTRO,ETANOL,2022-01-04,6.199,R$ / litro
SC,FLORIANOPOLIS,CENTRO,GASOLINA ADITIVADA,2022-01-04,7.199,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-01-04,6.969,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,ETANOL,2022-01-04,5.399,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-01-04,6.969,R$ / litro
RJ,TRES RIOS,TRIANGULO,GASOLINA,2022-01-04,8.399,R$ / litro
RJ,TRES RIOS,TRIANGULO,ETANOL,2022-01-04,6.799,R$ / litro
RJ,TRES RIOS,TRIANGULO,GASOLINA ADITIVADA,2022-01-04,8.399,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA,2022-01-04,6.96,R$ / litro
SC,FLORIANOPOLIS,CAPOEIRAS,GASOLINA ADITIVADA,2022-01-04,6.96,R$ / litro
AC,CRUZEIRO DO SUL,CENTRO,GASOLINA,2022-06-04,7.77,R$ / litro
AC,CRUZEIRO DO SUL,25 DE AGOSTO,GASOLINA,2022-06-04,7.77,R$ / litro
AC,CRUZEIRO DO SUL,COPACABANA,ETANOL,2022-06-04,6.58,R$ / litro
AC,CRUZEIRO DO SUL,COPACABANA,GASOLINA ADITIVADA,2022-06-04,7.84,R$ / litro
AC,CRUZEIRO DO SUL,COPACABANA,GASOLINA,2022-06-04,7.77,R$ / litro
AC,CRUZEIRO DO SUL,JOÃO ALVES,GASOLINA,2022-06-04,7.77,R$ / litro
AC,RIO BRANCO,CALAFATE,GASOLINA,2022-06-04,7.49,R$ / litro
AC,RIO BRANCO,CALAFATE,GASOLINA ADITIVADA,2022-06-04,7.59,R$ / litro
AC,RIO BRANCO,CALAFATE,ETANOL,2022-06-04,6.09,R$ / litro
AC,RIO BRANCO,ESTACAO EXPERIMENTAL,GASOLINA,2022-06-04,7.44,R$ / litro
AC,RIO BRANCO,ESTACAO EXPERIMENTAL,GASOLINA ADITIVADA,2022-06-04,7.44,R$ / litro
AC,RIO BRANCO,ESTACAO EXPERIMENTAL,ETANOL,2022-06-04,5.99,R$ / litro
AC,RIO BRANCO,AVIARIO,GASOLINA,2022-06-04,7.44,R$ / litro
AC,RIO BRANCO,AVIARIO,GASOLINA ADITIVADA,2022-06-04,7.52,R$ / litro
AC,RIO BRANCO,CENTRO,GASOLINA,2022-06-04,7.489,R$ / litro
AC,RIO BRANCO,CENTRO,GASOLINA ADITIVADA,2022-06-04,7.569,R$ / litro
AC,RIO BRANCO,FLORESTA,GASOLINA,2022-06-04,7.57,R$ / litro
AC,RIO BRANCO,FLORESTA,GASOLINA ADITIVADA,2022-06-04,7.67,R$ / litro
AC,RIO BRANCO,FLORESTA,ETANOL,2022-06-04,5.89,R$ / litro
AC,RIO BRANCO,AREAL,GASOLINA,2022-05-04,7.49,R$ / litro
AC,RIO BRANCO,AREAL,ETANOL,2022-05-04,6.09,R$ / litro
AC,RIO BRANCO,AREAL,GASOLINA ADITIVADA,2022-05-04,7.756,R$ / litro
AC,RIO BRANCO,VILA IVONETE,GASOLINA,2022-06-04,7.44,R$ / litro
AC,RIO BRANCO,VILA IVONETE,GASOLINA ADITIVADA,2022-06-04,7.44,R$ / litro
AC,RIO BRANCO,VILA IVONETE,ETANOL,2022-06-04,5.99,R$ / litro
AC,RIO BRANCO,7 BEC,GASOLINA,2022-06-04,7.49,R$ / litro
AC,RIO BRANCO,7 BEC,ETANOL,2022-06-04,5.9,R$ / litro
AC,RIO BRANCO,VILA ACRE,GASOLINA,2022-05-04,7.49,R$ / litro
AC,RIO BRANCO,VILA ACRE,ETANOL,2022-05-04,6.05,R$ / litro
AC,RIO BRANCO,VILA ACRE,GASOLINA ADITIVADA,2022-05-04,7.55,R$ / litro
AC,RIO BRANCO,BOSQUE,GASOLINA,2022-06-04,7.44,R$ / litro
AC,RIO BRANCO,BOSQUE,GASOLINA ADITIVADA,2022-06-04,7.54,R$ / litro
AC,RIO BRANCO,BOSQUE,ETANOL,2022-06-04,5.99,R$ / litro
AC,RIO BRANCO,VILA ACRE,GASOLINA,2022-05-04,7.48,R$ / litro
AC,RIO BRANCO,VILA ACRE,GASOLINA ADITIVADA,2022-05-04,7.63,R$ / litro
AC,RIO BRANCO,VILA DNER,GASOLINA,2022-05-04,7.399,R$ / litro
AC,RIO BRANCO,ISAURA PARENTE,GASOLINA,2022-06-04,7.44,R$ / litro
AC,RIO BRANCO,ISAURA PARENTE,GASOLINA ADITIVADA,2022-06-04,7.54,R$ / litro
AC,RIO BRANCO,EST EXPERIMENTAL,GASOLINA,2022-06-04,7.49,R$ / litro
AC,RIO BRANCO,EST EXPERIMENTAL,GASOLINA ADITIVADA,2022-06-04,7.56,R$ / litro
AC,RIO BRANCO,EST EXPERIMENTAL,ETANOL,2022-06-04,5.89,R$ / litro
AC,RIO BRANCO,BOSQUE,GASOLINA,2022-06-04,7.459,R$ / litro
AC,RIO BRANCO,COMARA,GASOLINA,2022-05-04,7.499,R$ / litro
AC,RIO BRANCO,COMARA,GASOLINA ADITIVADA,2022-05-04,7.629,R$ / litro
AC,RIO BRANCO,FLORESTA,GASOLINA,2022-06-04,7.59,R$ / litro
AC,RIO BRANCO,FLORESTA,GASOLINA ADITIVADA,2022-06-04,7.59,R$ / litro
AC,RIO BRANCO,FLORESTA,ETANOL,2022-06-04,6.14,R$ / litro
AC,RIO BRANCO,7O BEC,GASOLINA,2022-06-04,7.9,R$ / litro
AC,RIO BRANCO,7O BEC,GASOLINA ADITIVADA,2022-06-04,7.9,R$ / litro
AC,RIO BRANCO,SEIS DE AGOSTO,GASOLINA,2022-05-04,7.39,R$ / litro
AC,RIO BRANCO,TRIÂNGULO,GASOLINA,2022-05-04,7.49,R$ / litro
AC,RIO BRANCO,TRIÂNGULO,ETANOL,2022-05-04,6.07,R$ / litro
AC,RIO BRANCO,TRIÂNGULO,GASOLINA ADITIVADA,2022-05-04,7.59,R$ / litro
AL,ARAPIRACA,CENTRO,GASOLINA ADITIVADA,2022-06-04,7.599,R$ / litro
AL,ARAPIRACA,CENTRO,ETANOL,2022-06-04,5.399,R$ / litro
AL,ARAPIRACA,CENTRO,GASOLINA,2022-06-04,7.499,R$ / litro
AL,ARAPIRACA,CANAFISTULA,ETANOL,2022-06-04,5.299,R$ / litro
AL,ARAPIRACA,CANAFISTULA,GASOLINA ADITIVADA,2022-06-04,7.399,R$ / litro
AL,ARAPIRACA,CANAFISTULA,GASOLINA,2022-06-04,7.299,R$ / litro
AL,ARAPIRACA,CENTRO,GASOLINA,2022-06-04,7.29,R$ / litro
AL,ARAPIRACA,JARDIM TROPICAL,GASOLINA ADITIVADA,2022-06-04,7.499,R$ / litro
AL,ARAPIRACA,JARDIM TROPICAL,ETANOL,2022-06-04,5.499,R$ / litro
AL,ARAPIRACA,JARDIM TROPICAL,GASOLINA,2022-06-04,7.399,R$ / litro
AL,ARAPIRACA,CANAFISTULA,GASOLINA ADITIVADA,2022-06-04,7.599,R$ / litro
AL,ARAPIRACA,CANAFISTULA,ETANOL,2022-06-04,5.599,R$ / litro
AL,ARAPIRACA,CANAFISTULA,GASOLINA,2022-06-04,7.399,R$ / litro
AL,DELMIRO GOUVEIA,CENTRO,GASOLINA ADITIVADA,2022-05-04,8.1,R$ / litro
AL,DELMIRO GOUVEIA,CENTRO,GASOLINA,2022-05-04,7.99,R$ / litro
AL,DELMIRO GOUVEIA,CENTRO,ETANOL,2022-05-04,6.38,R$ / litro
AL,DELMIRO GOUVEIA,CENTRO,GASOLINA,2022-05-04,7.99,R$ / litro
AL,DELMIRO GOUVEIA,CENTRO,ETANOL,2022-05-04,6.38,R$ / litro
AL,DELMIRO GOUVEIA,PEDRA VELHA,GASOLINA ADITIVADA,2022-04-04,7.96,R$ / litro
AL,DELMIRO GOUVEIA,PEDRA VELHA,GASOLINA,2022-04-04,7.96,R$ / litro
AL,DELMIRO GOUVEIA,PEDRA VELHA,ETANOL,2022-04-04,6.37,R$ / litro
AL,PALMEIRA DOS INDIOS,JOSÉ MAIA COSTA,ETANOL,2022-07-04,5.5,R$ / litro
AL,PALMEIRA DOS INDIOS,JOSÉ MAIA COSTA,GASOLINA,2022-07-04,7.3,R$ / litro
