Valor de Venda
6.899
6.799
7.09
6.899
6.799
6.799
7.499
7.279
7.398
7.398
8.199
7.199
6.897
6.797
6.999
6.799
6.799
6.739
6.999
6.799
6.699
6.9
6.669
6.699
6.369
7.09
7.299
7.299
6.599
7.239
6.629
6.898
6.89
6.899
6.579
6.949
6.649
6.779
7.099
6.799
7.049
7.099
6.959
6.799
6.779
6.499
6.797
6.779
6.999
6.999
6.999
6.999
7.098
6.359
6.499
6.899
6.849
6.799
6.499
6.679
6.899
6.699
6.799
6.799
6.899
6.999
6.699
6.699
6.599
6.699
6.599
6.599
6.699
6.759
6.599
6.999
6.598
6.599
6.698
6.599
6.698
6.999
6.809
6.499
6.599
6.799
6.799
6.799
7.399
6.499
6.499
6.499
6.798
6.969
6.795
6.699
6.699
6.699
6.999
6.969
6.92
6.949
6.979
6.959
6.939
6.929
6.869
6.699
6.899
6.699
6.689
6.999
6.699
6.799
6.799
6.699
6.799
6.999
6.999
6.899
6.799
6.599
6.999
7.199
6.859
6.659
6.899
6.679
6.999
6.977
6.85
6.899
7.049
7.049
6.699
6.96
6.799
7.299
7.099
7.199
7.299
6.599
6.979
7.29
6.999
6.999
6.799
6.879
6.899
6.979
6.99
6.979
6.879
6.99
6.989
6.999
6.799
6.899
7.199
6.949
6.69
7.099
6.989
6.899
6.699
6.979
6.929
6.899
6.999
6.949
6.999
6.949
6.949
6.999
6.979
6.599
6.44
6.689
6.959
6.699
6.976
6.999
6.989
6.661
6.979
6.659
6.697
6.899
6.399
6.749
6.999
6.694
7.099
6.699
6.997
6.995
6.799
6.999
7.099
6.899
7.199
6.999
6.949
7.199
7.239
7.22
7.249
7.23
7.249
7.23
7.29
7.23
7.259
7.121
7.299
7.099
6.899
6.899
6.995
7.099
6.995
6.995
6.999
6.899
6.797
6.599
6.799
6.879
6.799
6.699
6.579
6.999
6.899
6.699
6.599
6.699
6.679
6.999
6.999
6.699
6.899
6.399
6.699
7.099
6.479
6.997
6.929
7.099
6.39
6.841
6.799
6.999
6.97
7.199
7.299
6.499
6.999
6.699
6.779
6.997
7.099
7.09
6.679
7.099
6.899
6.999
6.819
6.799
6.779
6.699
6.94
6.899
6.399
6.579
7.199
6.699
6.999
6.499
6.999
6.998
6.599
6.599
6.999
7.05
7.299
7.19
6.89
7.299
6.789
6.599
6.579
6.899
6.649
6.897
6.819
6.679
7.999
6.997
6.899
6.659
6.629
6.799
6.699
6.379
6.899
6.999
7.199
6.799
6.699
6.659
6.997
6.899
6.599
6.697
6.48
6.56
6.899
6.799
6.459
6.999
6.659
6.899
7.679
6.799
6.899
6.459
6.659
6.95
6.899
6.699
6.499
7.099
6.99
6.779
6.997
7.099
6.999
6.999
6.899
6.877
7.199
6.699
6.899
6.99
6.799
6.399
6.899
7.399
6.799
6.599
6.999
6.679
6.499
6.599
6.999
6.888
6.599
6.949
6.299
6.699
6.899
6.599
6.789
6.899
6.799
6.799
7.099
6.599
6.579
6.599
6.99
6.899
6.879
6.479
6.799
6.599
7.199
6.699
6.699
6.999
6.799
6.699
6.499
6.99
6.599
6.799
6.599
6.699
6.999
6.599
6.669
6.849
6.639
6.499
7.189
6.649
6.698
6.659
6.898
6.679
6.599
6.799
6.799
6.799
6.879
6.649
7.099
6.999
6.59
6.699
7.399
6.899
6.899
6.599
6.999
6.897
7.099
6.899
6.897
6.699
6.899
6.879
6.49
6.699
6.899
6.899
6.899
6.999
6.899
6.799
6.549
6.679
6.499
6.899
6.799
6.799
7.199
7.299
6.798
7.299
6.779
6.697
6.349
6.899
7.199
6.799
6.799
6.599
6.999
6.699
6.799
6.299
6.699
6.999
6.95
6.799
6.699
6.899
6.899
6.499
6.489
6.699
6.399
6.499
6.85
6.68
6.579
6.489
6.599
6.909
6.649
7.299
6.799
6.999
6.947
6.999
6.699
6.989
6.899
6.899
7.299
7.099
6.679
6.999
6.979
6.799
6.599
7.399
6.949
6.899
6.999
6.999
6.999
6.779
6.999
6.879
6.799
6.58
6.797
6.993
6.897
6.989
6.849
6.489
6.849
6.779
6.899
6.699
6.579
6.599
6.579
7.099
6.999
6.499
6.499
6.699
6.699
7.099
6.799
6.799
6.599
6.289
7.099
6.799
6.999
6.599
6.899
7.199
6.899
6.659
6.599
6.399
6.499
7.199
6.479
6.989
6.499
6.699
7.333
7.379
7.199
6.599
6.879
6.399
6.599
6.969
6.999
6.92
6.699
6.599
6.95
6.899
6.499
6.878
6.999
6.379
6.799
6.97
7.299
6.599
6.599
6.699
6.799
6.599
6.799
6.799
6.679
6.699
6.869
6.99
6.897
6.899
6.899
6.929
6.499
6.799
7.259
6.199
7.299
6.949
6.999
6.599
6.477
6.299
6.589
6.799
6.899
6.877
7.199
7.299
6.899
6.479
6.899
6.699
6.959
6.699
7.099
6.597
7.199
6.697
6.579
6.779
6.499
6.579
6.989
6.379
6.799
7.199
6.967
6.799
6.899
6.999
6.999
6.599
6.999
6.699
6.999
7.399
6.899
6.797
6.549
6.299
6.899
6.799
6.999
6.599
7.199
6.999
6.99
6.99
6.929
6.679
6.799
6.897
6.649
6.799
6.939
7.175
6.699
6.699
6.699
7.199
6.799
6.999
6.79
6.799
6.999
6.999
6.699
6.899
6.599
6.599
6.89
6.699
6.699
6.89
6.599
6.399
6.999
7.299
6.349
6.499
6.799
7.379
6.999
6.399
7.299
6.99
7.198
7.294
6.999
7.399
6.999
6.499
6.949
7.379
6.799
6.679
6.9
6.579
6.95
6.799
7.499
6.97
6.49
6.949
6.999
6.579
6.897
6.599
6.999
6.599
7.099
6.659
6.697
6.55
6.999
6.999
6.687
6.999
6.549
6.999
6.979
6.998
7.099
6.559
6.799
6.899
6.699
7.099
6.897
6.92
6.799
6.799
6.999
6.59
6.379
6.489
7.199
6.599
6.97
6.899
6.799
6.799
6.799
6.999
6.999
6.992
6.699
6.499
6.78
6.699
7.299
6.949
6.779
6.699
6.497
6.997
6.799
6.699
7.199
7.099
6.899
6.999
6.699
6.69
6.939
6.419
6.649
6.59
6.449
6.869
6.477
6.559
6.999
6.899
7.097
6.579
6.399
6.579
6.799
6.699
6.549
6.499
6.499
6.659
6.499
6.99
6.799
6.879
6.58
6.598
6.699
6.299
7.099
6.699
7.199
6.997
6.92
6.92
6.599
6.599
6.899
6.949
6.49
6.68
6.99
6.89
6.99
6.949
6.999
6.99
6.799
6.779
6.779
6.449
7.199
6.779
6.999
6.779
6.779
6.9
6.999
6.779
7.099
6.699
6.739
7.399
7.399
7.263
6.789
7.17
7.297
6.899
6.899
6.899
6.899
6.97
6.899
6.779
6.479
6.439
6.899
6.899
6.879
6.978
6.999
6.479
6.799
6.799
6.879
6.996
6.699
6.579
6.799
6.699
6.799
6.799
6.989
6.999
6.899
7.099
6.999
7.099
7.099
7.099
6.999
6.849
6.88
6.849
6.799
6.799
6.849
6.999
6.499
6.899
6.749
6.799
6.999
6.64
6.799
6.799
6.799
6.899
6.988
6.787
6.999
6.999
6.999
6.999
7.099
7.1
6.899
7.119
7.499
7.398
7.397
7.499
6.749
6.999
6.359
6.449
6.479
6.549
6.899
6.999
6.999
6.899
6.899
6.999
6.899
6.899
7.369
7.269
6.899
6.799
7.099
6.959
6.99
6.879
7.099
7.199
6.879
6.999
6.999
6.699
6.899
6.899
6.799
6.799
6.799
7.199
7.199
6.649
6.899
7.099
6.899
7.299
6.759
6.699
6.499
6.799
6.799
6.799
6.799
6.759
6.899
7.299
6.88
6.888
6.99
6.999
7.399
7.448
7.489
7.649
7.149
6.599
6.689
7.399
6.599
6.95
7.199
7.499
7.399
6.699
6.86
7.299
7.299
7.299
7.299
6.86
7.199
7.379
7.379
7.399
7.359
7.359
7.399
7.199
6.999
6.999
6.999
6.999
6.999
6.999
7.198
6.799
7.199
6.8
7.199
6.8
6.979
6.995
6.799
6.699
6.799
6.83
6.799
6.99
6.999
7.09
6.799
6.999
6.799
6.799
6.879
6.799
6.799
6.79
6.599
6.879
6.899
6.57
6.99
6.579
6.779
6.769
6.579
6.999
6.99
6.999
6.989
6.579
6.399
6.499
6.899
6.799
6.799
6.799
6.899
6.869
7.299
7.199
7.399
7.099
6.899
6.999
6.649
6.799
6.899
7.09
6.879
6.67
6.59
6.899
6.997
6.579
6.899
7.099
6.649
7.099
6.999
6.549
6.999
6.999
6.847
7.349
6.989
7.299
6.999
6.979
7.199
6.899
6.899
6.849
6.999
6.7
7.08
7.099
6.95
7.099
6.499
7.369
6.799
6.799
6.489
6.997
6.599
6.999
6.99
6.699
6.799
6.799
6.799
6.699
6.997
6.779
6.699
6.999
6.999
7.09
6.999
6.69
7.099
7.39
6.899
6.95
7.099
6.599
6.999
6.899
6.938
6.999
6.799
7.099
6.599
6.999
7.253
7.099
6.997
6.999
7.097
7.277
6.899
6.79
6.659
6.798
6.499
6.559
6.674
6.479
6.799
6.899
6.899
6.799
6.997
6.897
6.599
6.799
6.799
7.09
6.999
6.88
6.899
6.999
7.09
6.999
7.499
6.999
6.899
6.799
6.999
6.599
6.999
6.699
7.399
7.199
6.999
6.999
7.599
6.999
6.999
6.999
6.899
6.999
7.199
7.199
6.999
7.098
7.399
7.398
6.599
7.489
7.347
7.099
7.198
7.199
6.849
6.769
6.989
6.989
7.52
6.699
6.797
6.299
6.999
7.399
7.399
6.799
6.559
6.649
6.699
7.109
6.79
6.699
7.099
6.639
6.799
6.799
6.699
6.449
6.789
6.859
6.639
6.699
6.699
6.699
6.899
6.899
6.799
6.799
6.639
6.699
6.769
6.699
6.899
6.699
6.399
6.899
7.099
6.799
6.699
6.997
6.699
6.899
7.199
8.499
7.297
7.299
7.399
7.099
6.599
6.999
7.299
6.999
7.499
6.599
6.779
7.299
7.599
7.099
7.399
6.599
7.299
7.599
7.199
7.299
7.444
6.999
6.999
6.999
6.999
6.599
8.099
6.699
6.699
6.699
6.899
6.489
6.999
6.689
6.999
7.499
7.299
7.799
6.999
6.689
7.299
7.399
6.999
6.799
6.999
7.299
6.999
7.399
7.499
7.299
6.999
6.999
6.899
7.099
6.599
6.999
7.198
6.999
6.799
7.499
7.59
6.499
7.299
6.899
6.449
7.298
6.899
6.499
8.499
6.899
7.399
7.299
6.999
6.999
6.699
6.879
8.499
6.899
6.899
7.699
6.399
6.799
6.999
6.579
6.999
6.449
7.299
7.299
7.199
6.569
6.699
7.499
6.999
6.999
7.199
7.159
7.199
6.699
6.699
6.699
7.199
7.199
7.16
6.9
6.99
6.9
6.99
6.99
6.759
6.779
6.999
6.999
6.799
6.699
6.899
6.699
6.899
6.799
6.58
6.68
7.089
6.499
6.999
6.699
6.599
7.059
6.899
6.999
7.09
6.579
7.399
6.799
6.999
6.599
6.949
6.799
6.679
6.699
6.899
6.699
7.199
6.877
6.599
6.799
6.757
6.899
6.799
6.999
6.899
6.799
6.799
6.899
6.699
6.99
6.99
6.959
6.697
6.899
6.779
6.997
6.679
6.999
6.679
6.897
6.999
6.799
6.899
6.599
6.899
6.749
6.899
6.998
6.999
6.999
6.499
6.89
6.999
6.979
6.899
6.799
6.599
6.799
7.175
6.499
6.899
6.899
6.589
6.976
7.499
7.499
6.999
6.477
6.489
7.399
7.499
7.399
7.399
7.399
7.499
6.869
6.699
6.9
7.299
7.689
7.099
6.599
6.499
6.999
6.999
6.999
6.999
6.899
7.059
6.999
7.02
6.999
7.099
6.899
6.999
6.999
7.139
7.029
7.129
7.12
7.12
7.139
6.897
6.997
6.897
6.997
6.679
6.679
6.699
6.897
6.699
6.679
6.699
6.797
6.899
6.599
6.799
6.799
6.899
6.799
6.679
6.899
6.899
6.657
6.699
6.679
6.799
6.799
6.899
6.549
6.897
6.679
6.099
6.899
6.999
6.799
6.659
6.897
6.89
6.777
6.899
6.999
6.697
6.999
6.697
6.697
6.599
6.999
6.999
6.979
6.999
6.799
6.999
6.999
6.879
6.999
6.899
6.999
6.999
6.839
6.899
6.899
6.999
6.999
6.849
6.995
6.699
6.899
6.899
6.99
6.899
6.899
7.599
7.279
7.398
7.398
8.399
7.199
6.679
6.897
6.897
6.999
6.897
6.657
6.899
6.999
6.897
6.799
6.699
6.89
6.699
6.699
6.369
7.09
7.399
7.399
6.599
7.348
6.629
7.078
6.99
6.999
6.579
6.949
6.649
6.979
6.999
6.799
7.049
7.0
6.999
6.949
6.799
6.579
6.877
6.779
6.999
6.999
6.999
6.999
7.159
6.449
6.499
6.899
6.799
6.599
6.579
6.699
6.799
6.959
6.999
6.769
6.599
6.799
6.599
6.699
6.799
6.599
6.999
6.59
7.1
6.598
6.599
6.59
6.698
6.59
6.999
6.698
6.809
6.599
6.799
6.799
6.799
7.399
6.799
6.799
6.599
6.79
6.798
6.969
6.795
6.759
6.799
6.999
6.969
6.92
6.949
6.979
6.959
6.939
6.929
6.869
6.899
6.769
6.689
7.099
6.699
6.899
6.749
6.699
6.799
7.099
6.999
6.979
7.159
6.699
6.999
7.199
6.899
6.599
6.679
6.999
6.977
6.899
6.95
6.999
7.099
7.099
6.749
6.89
6.96
6.799
7.299
7.199
7.299
7.299
6.599
6.979
7.29
6.499
7.099
7.099
6.999
6.979
6.999
6.999
6.969
6.999
6.999
6.999
6.98
6.979
6.879
6.999
6.879
6.749
6.799
6.999
6.989
6.79
6.674
6.499
6.999
6.747
6.894
6.999
6.749
6.979
6.929
6.899
6.999
6.939
6.999
6.939
6.939
6.999
6.979
6.579
6.539
6.599
6.699
6.599
6.539
6.959
6.659
6.976
6.999
7.049
6.661
6.979
6.659
6.797
6.899
6.499
6.749
6.999
6.799
7.159
6.699
6.997
6.899
6.599
6.999
6.559
7.21
7.239
7.22
7.249
7.23
7.249
7.23
7.29
7.15
7.23
7.121
7.299
7.279
6.89
6.999
6.995
7.099
6.995
6.995
6.999
6.899
6.897
6.699
6.899
6.949
6.899
6.799
6.579
6.999
6.599
6.899
6.699
6.679
6.999
6.999
6.699
6.899
6.449
6.699
7.199
6.479
6.899
6.997
6.929
7.099
6.799
6.999
6.99
7.359
7.199
6.599
6.649
6.899
7.199
6.779
7.17
6.899
6.679
7.199
6.799
7.139
6.999
6.869
6.999
6.899
6.779
6.559
6.399
7.399
7.19
6.999
7.399
6.649
6.998
6.679
6.599
6.999
6.999
7.09
7.29
7.499
7.19
6.877
7.299
6.849
6.579
6.899
6.897
7.497
6.819
6.779
7.999
6.697
6.99
6.589
7.199
6.999
6.899
7.299
6.899
6.699
6.999
6.779
6.839
6.799
6.689
6.799
6.659
6.599
6.797
6.48
6.56
6.899
6.799
6.559
6.899
7.099
6.659
6.479
6.779
6.799
7.679
6.899
6.86
6.599
6.789
7.199
6.99
6.799
6.699
7.099
6.899
6.699
6.999
6.649
6.999
7.369
6.899
6.877
7.299
6.699
6.999
6.99
6.799
6.399
6.899
7.499
6.739
6.999
6.679
6.799
6.499
6.699
6.999
6.999
6.699
6.949
6.879
7.049
6.499
6.889
6.899
6.799
6.799
6.979
7.099
6.699
6.599
6.699
7.549
6.99
6.699
6.999
6.479
6.699
6.997
6.999
6.799
6.799
6.49
6.999
6.859
6.699
6.699
6.549
6.999
6.99
6.599
6.499
6.599
6.699
7.199
6.999
6.949
6.799
7.492
6.739
6.699
7.999
6.699
6.599
6.659
6.958
6.749
6.599
6.699
6.799
6.649
7.099
6.999
6.49
6.779
7.499
6.997
6.777
6.979
6.997
6.999
7.099
6.999
6.599
6.489
6.649
6.899
6.899
6.87
6.999
6.999
6.899
6.799
6.549
6.759
6.699
6.799
6.799
7.179
7.29
6.379
6.798
7.299
6.599
6.459
7.059
6.779
6.599
7.099
6.99
6.999
6.799
6.799
6.599
7.099
6.799
6.799
6.499
6.799
6.95
7.049
6.99
6.699
6.999
6.999
6.699
6.89
6.899
7.09
6.599
6.489
6.799
7.1
6.599
6.85
6.769
6.489
6.599
7.39
6.579
6.799
6.999
6.799
6.699
6.989
7.099
6.899
7.449
6.598
6.979
6.577
6.679
6.999
6.899
7.399
6.899
6.999
6.779
6.896
6.699
6.84
7.109
6.799
6.999
6.78
6.797
6.977
6.999
6.489
6.99
6.899
6.889
6.899
6.899
6.699
6.749
6.579
6.599
7.099
6.599
6.599
6.699
6.699
7.099
6.899
6.799
6.599
6.289
7.699
6.699
6.889
7.399
6.899
6.659
6.599
7.299
6.989
6.699
7.333
7.379
6.999
7.199
6.599
6.579
6.399
6.499
6.599
6.699
7.039
7.097
7.899
6.929
6.879
6.699
6.599
6.99
6.899
6.878
6.99
7.299
6.399
6.699
6.699
6.899
6.999
6.599
6.78
7.259
6.997
6.869
6.799
6.697
6.699
6.759
6.99
6.859
6.799
6.979
6.899
6.899
6.929
6.499
6.799
7.299
6.479
7.499
6.949
7.199
6.99
6.679
6.577
6.499
6.98
6.799
6.879
6.999
6.999
6.96
6.839
6.899
6.899
7.199
7.299
7.499
7.199
6.99
6.899
6.479
6.999
6.699
6.99
6.699
7.099
6.594
7.399
6.897
6.579
6.799
7.699
6.499
6.579
6.459
6.899
7.199
6.899
6.699
6.899
6.979
6.699
6.999
6.699
6.999
6.699
6.999
7.399
6.899
6.579
6.799
6.969
6.899
7.199
6.599
6.899
6.699
7.099
6.599
6.899
6.999
6.999
7.19
6.799
6.99
6.929
6.599
6.679
6.899
6.899
6.649
6.799
6.599
6.99
6.799
6.699
6.749
7.299
6.684
6.999
6.79
6.997
6.499
6.899
6.799
6.999
6.999
6.799
6.799
6.699
6.86
6.599
6.999
6.899
7.34
6.399
6.559
6.799
6.599
7.449
7.09
7.029
7.294
6.999
7.399
6.899
7.299
6.599
7.099
6.929
7.379
6.899
6.799
6.9
6.579
6.95
6.759
6.999
6.99
6.89
6.599
7.499
6.99
6.999
6.55
7.199
6.579
6.999
6.897
6.99
6.899
7.099
6.998
6.459
7.129
6.669
6.999
6.899
7.099
7.199
6.699
6.99
6.549
6.999
6.589
6.999
6.999
6.799
7.199
6.977
6.92
6.879
6.899
6.799
6.59
7.399
6.589
6.99
6.779
6.799
6.999
6.799
6.999
7.035
6.899
7.139
6.899
6.78
6.779
7.399
6.949
6.499
6.779
6.899
6.69
6.749
6.899
6.997
6.797
6.799
7.199
7.199
6.699
6.999
6.799
6.69
7.1
6.989
6.569
7.398
6.449
6.869
6.677
6.699
6.799
7.099
6.899
7.09
6.679
6.799
6.79
7.12
6.699
6.879
6.559
6.659
6.639
6.499
6.99
6.799
6.58
6.598
6.799
6.299
6.699
7.139
6.799
7.199
6.999
6.92
6.797
6.92
6.699
6.699
6.999
6.879
6.949
6.78
6.88
7.19
6.99
6.699
7.09
6.879
7.099
7.09
6.779
6.779
6.699
7.199
7.09
7.099
6.679
6.779
6.99
7.099
6.999
7.099
6.699
6.739
7.199
6.799
7.399
7.363
6.79
6.699
6.899
6.95
6.899
6.899
6.97
6.739
6.879
6.55
6.879
6.79
6.999
7.199
6.879
6.65
6.999
6.79
6.879
6.55
6.899
7.079
6.45
6.799
6.679
6.799
6.799
6.799
6.999
6.999
7.099
6.997
6.999
7.194
7.09
6.999
6.888
6.899
6.799
6.999
6.849
6.499
6.999
6.849
6.749
6.899
6.999
6.64
6.799
6.799
6.899
6.899
6.988
6.744
6.999
6.899
6.999
7.199
7.1
6.999
7.11
7.599
7.398
7.497
6.799
6.659
6.999
7.199
7.198
6.69
6.579
7.199
7.099
6.799
6.999
6.979
7.06
7.03
7.06
7.06
7.199
6.999
6.999
6.989
7.199
6.999
6.899
7.369
7.379
6.999
7.099
6.959
7.05
6.879
7.099
7.099
7.199
6.879
6.999
7.099
6.699
6.999
6.899
6.999
6.799
6.799
7.199
7.199
6.699
6.899
7.199
6.999
7.399
6.799
6.799
6.549
6.499
6.899
6.899
6.799
6.759
7.299
6.888
6.88
7.19
7.299
7.399
7.509
7.489
7.65
7.199
6.699
6.689
7.399
6.699
6.95
7.399
7.499
7.399
6.699
6.86
7.299
7.299
7.299
7.299
6.86
7.199
7.379
7.379
7.359
7.399
7.399
7.199
6.999
6.999
6.999
7.198
6.999
7.199
6.79
7.199
6.809
6.899
6.979
6.995
6.999
6.699
6.799
6.84
6.799
6.99
6.999
7.095
6.899
6.999
6.899
6.799
6.999
6.73
6.999
6.639
6.799
7.079
7.079
6.699
6.899
6.57
6.99
6.579
6.799
6.769
6.479
6.999
6.99
7.099
6.989
6.579
7.199
6.599
6.999
6.899
6.859
6.879
6.899
6.869
7.299
7.299
7.099
6.899
6.899
6.869
6.99
6.749
6.999
6.999
7.09
7.09
6.999
6.997
6.579
6.899
7.099
6.649
7.199
6.999
6.999
6.649
6.999
6.999
6.94
7.389
6.989
7.299
6.999
6.979
7.199
6.98
6.899
6.899
6.999
6.75
7.12
7.099
7.05
7.099
6.699
7.509
6.799
6.799
6.599
6.997
6.679
7.099
6.99
6.779
6.799
6.799
6.799
6.699
6.997
6.799
6.999
6.999
7.099
6.999
6.74
7.199
6.849
6.999
7.098
7.04
6.699
6.989
6.999
6.938
6.79
7.099
6.599
6.689
7.099
6.499
6.599
6.499
6.859
6.999
6.949
6.799
7.099
6.999
6.799
7.099
6.899
6.999
6.79
6.659
6.798
6.549
6.559
6.774
6.749
6.799
6.999
6.999
6.879
6.999
6.599
6.759
6.859
6.699
7.099
6.899
6.997
6.897
6.699
6.899
6.799
7.09
6.999
6.89
6.969
6.999
7.09
7.299
7.799
6.999
7.099
6.999
6.999
6.799
6.78
6.999
6.999
7.299
6.999
6.999
6.895
6.999
6.999
6.979
6.999
6.999
6.999
6.897
7.399
7.198
7.689
7.347
7.398
6.89
6.899
6.799
6.86
7.198
6.694
6.849
6.849
6.989
6.989
7.52
7.199
6.897
6.399
7.199
6.999
7.399
7.399
6.799
6.78
7.109
6.79
6.69
6.79
6.639
6.799
6.799
6.699
6.599
6.798
6.859
6.639
6.749
6.749
6.749
6.899
6.899
6.799
6.799
6.639
6.749
6.879
6.749
6.899
6.699
6.499
6.999
7.099
6.997
6.799
6.999
7.299
6.699
6.899
7.299
8.499
7.099
7.199
6.899
6.599
6.999
6.999
6.999
7.099
6.598
6.68
6.999
7.499
6.79
7.599
7.099
7.399
7.399
7.699
7.299
7.299
7.09
7.199
6.769
7.599
8.199
6.699
7.349
7.399
7.299
6.389
6.999
